customer_id,age,gender,visits_last_month,avg_purchase_value,loyalty_score,discount_offer,churned,counterfactual_churned,noise,has_review,complaint_text,review_timestamp
CUST_02992,36,male,4,120.12,0.487,1,0,1,0.0111,1,Okay experience overall.,2023-02-20
CUST_02993,33,male,6,92.09,0.484,1,0,0,-0.0269,0,,
CUST_02994,25,female,5,113.3,0.537,1,0,0,-0.0495,1,"Nothing special, but not bad either.",2023-05-07
CUST_02995,36,male,4,108.64,0.462,0,1,0,-0.0692,1,Okay experience overall.,2023-02-18
CUST_02996,38,female,3,95.65,0.402,0,0,0,-0.0313,0,,
CUST_02997,23,female,4,136.28,0.572,0,1,0,0.0456,0,,
CUST_02998,38,female,4,61.74,0.351,0,1,1,-0.0501,0,,
CUST_02999,33,male,5,103.52,0.485,0,1,0,0.0605,1,Delivery was on time. Product was fine.,2023-05-16
CUST_03000,18,female,3,82.59,0.451,0,1,0,-0.0513,0,,
CUST_03001,26,male,3,149.26,0.566,0,0,1,-0.0082,0,,
CUST_03002,31,female,5,94.77,0.474,0,1,0,0.0226,0,,
CUST_03003,54,female,3,157.68,0.476,1,0,0,0.0513,0,,
CUST_03004,41,male,5,87.35,0.419,1,0,1,-0.0183,1,"Nothing special, but not bad either.",2023-03-05
CUST_03005,22,female,4,103.27,0.504,1,0,0,0.0241,0,,
CUST_03006,40,non-binary,1,132.64,0.429,0,1,0,0.0106,1,Delivery was on time. Product was fine.,2023-04-26
CUST_03007,20,female,4,71.33,0.442,0,0,0,-0.0125,1,Delivery was on time. Product was fine.,2023-06-18
CUST_03008,46,male,7,145.27,0.573,0,0,0,-0.0519,1,"Nothing special, but not bad either.",2023-01-23
CUST_03009,30,female,4,100.78,0.467,0,1,0,0.022,1,Okay experience overall.,2023-06-14
CUST_03010,34,non-binary,3,112.35,0.454,0,0,0,0.0014,1,"Nothing special, but not bad either.",2023-04-27
CUST_03011,48,male,8,116.38,0.526,0,1,0,-0.016,1,"Nothing special, but not bad either.",2023-02-15
CUST_03012,22,female,4,97.72,0.492,0,0,0,0.0057,0,,
CUST_03013,21,male,8,75.71,0.541,0,0,0,0.0286,1,Okay experience overall.,2023-02-07
CUST_03014,29,male,2,102.83,0.429,1,1,0,-0.084,0,,
CUST_03015,45,female,9,39.66,0.393,0,0,0,-0.0273,0,,
CUST_03016,20,female,1,60.68,0.348,0,1,0,-0.0487,1,Okay experience overall.,2023-02-14
CUST_03017,18,female,3,95.8,0.479,1,1,1,-0.0449,1,"Nothing special, but not bad either.",2023-05-07
CUST_03018,30,non-binary,1,146.42,0.497,0,1,0,-0.0394,0,,
CUST_03019,41,male,4,145.51,0.523,0,0,1,0.0549,1,Okay experience overall.,2023-06-16
CUST_03020,47,male,6,129.38,0.511,0,0,1,0.0167,1,Delivery was on time. Product was fine.,2023-01-12
CUST_03021,30,non-binary,4,53.83,0.365,1,0,0,-0.055,1,Okay experience overall.,2023-05-02
CUST_03022,31,male,6,109.02,0.528,0,0,1,0.0093,0,,
CUST_03023,47,female,5,74.18,0.367,0,1,0,0.0214,0,,
CUST_03024,18,female,1,97.98,0.438,0,1,0,-0.0179,0,,
CUST_03025,31,male,3,128.64,0.501,1,0,1,-0.0644,0,,
CUST_03026,37,male,4,119.74,0.482,0,0,0,-0.0544,0,,
CUST_03027,39,female,3,138.5,0.492,1,0,0,-0.0793,1,Delivery was on time. Product was fine.,2023-04-14
CUST_03028,30,female,4,57.72,0.373,0,0,0,0.107,0,,
CUST_03029,35,female,0,69.32,0.286,0,0,0,-0.0864,1,"Got a discount, so I stayed.",2023-03-12
CUST_03030,18,female,3,145.19,0.587,1,0,0,-0.0627,0,,
CUST_03031,28,female,5,145.65,0.597,0,1,0,-0.0012,0,,
CUST_03032,40,male,3,99.51,0.403,0,0,0,-0.0914,1,Delivery was on time. Product was fine.,2023-04-11
CUST_03033,25,male,1,99.3,0.413,0,0,0,-0.0579,0,,
CUST_03034,36,male,5,135.18,0.543,1,0,0,0.0057,1,Okay experience overall.,2023-04-03
CUST_03035,39,male,5,115.96,0.489,1,0,0,0.0102,0,,
CUST_03036,32,male,2,118.19,0.451,0,0,0,0.0205,0,,
CUST_03037,37,male,3,72.26,0.355,0,1,0,0.0358,1,Okay experience overall.,2023-05-08
CUST_03038,25,male,5,134.48,0.584,1,1,1,-0.002,0,,
CUST_03039,33,male,5,94.01,0.464,0,0,0,-0.0344,0,,
CUST_03040,41,female,2,58.23,0.285,0,0,0,0.0229,1,Good prices this time. Hoping it stays.,2023-05-25
CUST_03041,37,female,3,76.56,0.364,1,0,0,0.0695,0,,
CUST_03042,29,male,3,82.09,0.407,0,0,1,0.0309,1,Okay experience overall.,2023-01-15
CUST_03043,37,non-binary,3,144.34,0.512,1,1,0,-0.0432,1,Okay experience overall.,2023-04-07
CUST_03044,42,male,3,79.1,0.351,0,0,0,0.0307,0,,
CUST_03045,18,female,3,111.54,0.514,1,1,0,0.028,1,Delivery was on time. Product was fine.,2023-03-23
CUST_03046,47,male,4,36.69,0.262,1,0,1,-0.0619,0,,
CUST_03047,32,female,5,128.1,0.543,1,0,0,-0.0117,0,,
CUST_03048,39,male,5,76.25,0.403,0,1,0,0.0283,0,,
CUST_03049,47,female,3,111.72,0.403,1,1,1,0.0581,0,,
CUST_03050,21,male,2,111.71,0.479,1,0,0,-0.0323,1,Okay experience overall.,2023-05-03
CUST_03051,28,female,9,118.99,0.632,1,0,0,-0.0729,0,,
CUST_03052,32,male,1,109.97,0.41,0,0,0,0.0254,0,,
CUST_03053,27,male,5,157.44,0.626,0,0,0,-0.0124,1,Very happy with the service and fast delivery!,2023-04-13
CUST_03054,52,female,2,106.26,0.348,0,1,1,0.012,1,Delivery was on time. Product was fine.,2023-04-08
CUST_03055,26,male,1,167.46,0.559,1,0,1,0.0095,1,Okay experience overall.,2023-04-15
CUST_03056,29,non-binary,3,119.13,0.488,1,0,1,0.0074,1,Delivery was on time. Product was fine.,2023-06-07
CUST_03057,37,male,3,108.24,0.434,0,1,1,-0.0207,1,Okay experience overall.,2023-02-21
CUST_03058,23,female,3,126.75,0.528,0,1,0,0.0453,0,,
CUST_03059,31,female,4,105.9,0.475,0,0,0,-0.0424,0,,
CUST_03060,38,male,2,113.47,0.418,0,1,0,0.0133,1,Okay experience overall.,2023-04-16
CUST_03061,32,male,3,110.42,0.458,0,1,0,0.0195,0,,
CUST_03062,34,female,6,107.43,0.513,1,0,1,-0.0098,0,,
CUST_03063,30,female,4,163.56,0.605,1,0,0,0.0397,1,Love the discounts — will stay loyal.,2023-05-20
CUST_03064,20,non-binary,3,168.17,0.63,1,0,0,-0.0233,0,,
CUST_03065,38,male,7,109.81,0.526,1,0,0,0.1148,1,Okay experience overall.,2023-05-10
CUST_03066,53,female,4,137.78,0.46,0,1,0,0.0118,1,Delivery was on time. Product was fine.,2023-05-09
CUST_03067,35,male,5,136.03,0.549,1,0,0,0.0619,1,Okay experience overall.,2023-05-16
CUST_03068,37,male,4,132.78,0.511,1,0,1,0.0444,1,"Nothing special, but not bad either.",2023-04-29
CUST_03069,42,female,1,116.35,0.385,0,0,0,0.0712,0,,
CUST_03070,22,male,2,119.9,0.493,0,0,0,0.0044,0,,
CUST_03071,52,male,4,117.14,0.419,0,0,0,0.0564,1,Okay experience overall.,2023-02-19
CUST_03072,37,male,8,78.44,0.485,0,0,1,0.0728,1,Okay experience overall.,2023-02-21
CUST_03073,51,female,8,98.04,0.474,1,0,1,0.0144,0,,
CUST_03074,28,non-binary,3,64.1,0.372,0,1,0,-0.0349,1,Delivery was on time. Product was fine.,2023-02-15
CUST_03075,53,female,2,117.29,0.368,0,1,0,0.0915,0,,
CUST_03076,43,female,2,112.94,0.397,0,0,0,0.001,0,,
CUST_03077,41,female,2,120.98,0.423,1,0,0,0.0039,0,,
CUST_03078,37,female,6,76.76,0.435,0,1,0,0.0135,1,"Nothing special, but not bad either.",2023-05-11
CUST_03079,33,male,3,128.93,0.494,0,0,0,-0.0392,0,,
CUST_03080,47,male,6,114.14,0.478,1,0,0,0.017,1,Okay experience overall.,2023-03-25
CUST_03081,36,male,2,166.99,0.542,1,0,1,0.0174,1,Okay experience overall.,2023-06-03
CUST_03082,18,female,4,124.18,0.565,0,1,0,-0.0005,1,Delivery was on time. Product was fine.,2023-05-04
CUST_03083,24,female,4,82.07,0.45,0,1,0,-0.0033,0,,
CUST_03084,33,male,4,59.49,0.366,0,0,0,-0.0111,0,,
CUST_03085,38,male,4,106.54,0.449,1,0,1,-0.019,1,Okay experience overall.,2023-05-02
CUST_03086,34,non-binary,4,69.12,0.383,1,1,0,0.0363,0,,
CUST_03087,47,female,3,77.96,0.329,0,0,0,0.0145,1,Okay experience overall.,2023-05-11
CUST_03088,18,female,7,71.02,0.519,1,0,0,0.0466,1,Okay experience overall.,2023-05-12
CUST_03089,36,male,2,82.57,0.358,0,1,1,-0.0261,1,"Nothing special, but not bad either.",2023-06-16
CUST_03090,18,male,2,143.69,0.561,0,1,0,0.0564,0,,
CUST_03091,43,male,2,70.98,0.306,1,0,0,0.0446,1,Okay experience overall.,2023-05-18
CUST_03092,34,male,3,87.26,0.399,1,0,0,-0.0121,0,,
CUST_03093,39,male,2,57.08,0.291,1,1,0,-0.0333,0,,
CUST_03094,26,female,5,48.81,0.393,0,1,0,0.0297,1,Delivery was on time. Product was fine.,2023-04-18
CUST_03095,48,male,2,91.62,0.332,0,1,0,-0.0793,0,,
CUST_03096,45,male,2,106.22,0.375,1,0,1,-0.0208,1,"Nothing special, but not bad either.",2023-05-29
CUST_03097,41,male,8,65.49,0.441,0,1,1,0.0138,1,Okay experience overall.,2023-02-17
CUST_03098,34,female,7,54.42,0.421,0,0,0,-0.0075,1,Okay experience overall.,2023-06-11
CUST_03099,41,female,6,43.86,0.347,0,1,0,-0.0536,0,,
CUST_03100,28,female,1,104.36,0.413,0,0,0,0.0045,1,"Nothing special, but not bad either.",2023-03-06
CUST_03101,44,male,3,128.05,0.45,0,0,0,-0.0499,1,Okay experience overall.,2023-05-11
CUST_03102,51,male,3,57.15,0.268,0,1,0,0.013,0,,
CUST_03103,46,male,5,80.57,0.385,0,0,0,-0.0196,1,Okay experience overall.,2023-04-08
CUST_03104,28,male,2,132.47,0.498,1,0,0,-0.0069,0,,
CUST_03105,39,female,3,93.59,0.394,1,1,0,-0.0411,1,Delivery was on time. Product was fine.,2023-03-16
CUST_03106,22,non-binary,2,96.99,0.443,1,0,1,0.0387,1,"Nothing special, but not bad either.",2023-03-30
CUST_03107,41,female,6,111.41,0.495,1,0,0,-0.0073,1,Delivery was on time. Product was fine.,2023-05-24
CUST_03108,40,non-binary,5,86.7,0.422,0,0,0,-0.0369,0,,
CUST_03109,18,female,7,76.67,0.531,0,1,0,-0.006,1,Okay experience overall.,2023-04-06
CUST_03110,23,male,1,109.22,0.443,1,0,1,0.0867,1,Delivery was on time. Product was fine.,2023-04-22
CUST_03111,32,non-binary,2,58.56,0.321,1,0,0,0.0167,0,,
CUST_03112,32,male,6,51.63,0.399,0,1,0,0.0538,0,,
CUST_03113,23,female,6,79.24,0.494,1,1,0,-0.0806,1,Okay experience overall.,2023-02-10
CUST_03114,39,male,1,121.36,0.408,0,0,0,-0.0099,0,,
CUST_03115,38,male,2,134.87,0.465,0,0,1,-0.05,1,"Nothing special, but not bad either.",2023-02-06
CUST_03116,33,female,5,85.75,0.446,1,1,0,-0.026,1,"Nothing special, but not bad either.",2023-05-21
CUST_03117,27,male,2,124.91,0.485,0,0,1,-0.0383,0,,
CUST_03118,45,male,3,141.45,0.475,0,0,0,0.0645,1,"Nothing special, but not bad either.",2023-01-12
CUST_03119,52,male,4,101.13,0.384,0,1,0,0.0358,0,,
CUST_03120,30,male,4,119.09,0.508,0,0,1,-0.0378,0,,
CUST_03121,29,non-binary,6,156,0.639,0,0,0,-0.0232,0,,
CUST_03122,40,female,1,78.86,0.311,0,1,0,0.0181,1,Delivery was on time. Product was fine.,2023-03-16
CUST_03123,31,female,8,92.75,0.539,0,0,0,0.0445,1,Delivery was on time. Product was fine.,2023-05-01
CUST_03124,34,male,2,148.02,0.509,0,1,0,0.052,1,Okay experience overall.,2023-01-22
CUST_03125,42,female,7,71.79,0.428,0,1,1,0.0318,1,"Nothing special, but not bad either.",2023-02-07
CUST_03126,18,male,4,104.67,0.522,0,0,1,0.0907,1,Delivery was on time. Product was fine.,2023-04-29
CUST_03127,48,male,4,81.15,0.355,0,0,0,0.0213,1,Okay experience overall.,2023-06-03
CUST_03128,36,male,1,140.91,0.462,0,0,0,-0.0222,0,,
CUST_03129,31,female,3,64.46,0.361,0,1,1,-0.0407,1,Delivery was on time. Product was fine.,2023-02-17
CUST_03130,34,male,6,97.99,0.493,0,0,0,-0.054,1,Okay experience overall.,2023-03-23
CUST_03131,35,male,7,68.59,0.448,0,0,0,-0.0605,0,,
CUST_03132,18,female,6,56,0.462,0,1,0,0.0337,1,Delivery was on time. Product was fine.,2023-02-20
CUST_03133,50,male,8,43.06,0.358,0,1,0,0.0795,1,Delivery was on time. Product was fine.,2023-04-27
CUST_03134,35,female,4,95.06,0.436,0,0,0,0.0052,0,,
CUST_03135,39,female,2,114.51,0.416,0,1,1,0.0914,0,,
CUST_03136,45,male,2,100.55,0.363,0,1,1,0.0014,1,Delivery was on time. Product was fine.,2023-05-10
CUST_03137,25,male,6,107.04,0.547,0,0,1,0.0303,1,"Nothing special, but not bad either.",2023-03-21
CUST_03138,40,male,5,86.97,0.422,0,0,1,-0.0791,0,,
CUST_03139,32,female,5,129.53,0.546,1,0,0,0.0406,0,,
CUST_03140,43,female,7,121.83,0.534,0,1,1,-0.0319,1,"Nothing special, but not bad either.",2023-03-13
CUST_03141,18,male,2,103.77,0.474,0,0,1,0.0415,0,,
CUST_03142,34,male,1,106.16,0.394,0,1,0,0.0642,1,Delivery was on time. Product was fine.,2023-03-30
CUST_03143,29,male,2,86.03,0.392,1,0,1,0.0152,1,Okay experience overall.,2023-03-21
CUST_03144,39,female,6,158.36,0.605,0,0,0,0.0217,0,,
CUST_03145,40,female,9,124.25,0.597,1,0,1,0.0059,0,,
CUST_03146,28,male,4,96.92,0.467,0,1,0,0.032,1,Okay experience overall.,2023-02-25
CUST_03147,28,female,6,94.82,0.509,1,0,0,0.0937,1,"Nothing special, but not bad either.",2023-01-31
CUST_03148,34,female,2,88.31,0.378,0,0,0,0.0006,1,"Nothing special, but not bad either.",2023-03-08
CUST_03149,26,non-binary,4,91.04,0.462,0,0,1,0.0082,0,,
CUST_03150,43,male,3,107.39,0.409,0,0,0,-0.0889,0,,
CUST_03151,31,male,1,48.8,0.28,1,1,1,0.0211,1,Late deliveries and no offers again.,2023-02-14
CUST_03152,18,male,5,92.53,0.519,0,0,0,-0.0391,1,Delivery was on time. Product was fine.,2023-05-01
CUST_03153,31,female,3,96.07,0.43,1,0,1,-0.0099,0,,
CUST_03154,25,female,2,99.75,0.438,0,1,0,0.0239,0,,
CUST_03155,19,female,3,105.24,0.496,0,0,0,-0.0808,1,Okay experience overall.,2023-03-09
CUST_03156,23,male,5,100.96,0.518,1,1,1,0.0233,0,,
CUST_03157,36,male,1,112.15,0.399,0,0,0,0.0126,0,,
CUST_03158,48,male,2,95.95,0.341,0,1,0,0.0352,1,"Nothing special, but not bad either.",2023-06-15
CUST_03159,38,female,0,129.64,0.406,1,0,0,-0.0319,1,Delivery was on time. Product was fine.,2023-02-08
CUST_03160,29,male,1,119.73,0.443,0,0,1,0.0556,0,,
CUST_03161,40,male,2,167.38,0.528,1,0,0,0.0152,1,"Nothing special, but not bad either.",2023-02-23
CUST_03162,30,female,4,121.05,0.512,0,0,0,-0.0355,0,,
CUST_03163,28,male,6,77.65,0.471,1,1,1,-0.0685,0,,
CUST_03164,23,female,3,95.3,0.459,1,0,0,-0.0271,0,,
CUST_03165,18,male,2,84.78,0.432,1,0,1,0.0435,1,Okay experience overall.,2023-03-26
CUST_03166,31,female,6,100.24,0.509,0,1,0,0.0223,1,Okay experience overall.,2023-03-10
CUST_03167,37,female,2,132.94,0.464,0,0,0,-0.1073,1,"Nothing special, but not bad either.",2023-06-12
CUST_03168,34,non-binary,5,90.28,0.452,1,1,1,-0.0167,1,Delivery was on time. Product was fine.,2023-01-16
CUST_03169,31,female,8,82.94,0.518,1,0,0,0.0063,0,,
CUST_03170,26,non-binary,3,115.49,0.492,0,0,0,0.0955,1,Okay experience overall.,2023-02-27
CUST_03171,41,female,4,75.54,0.37,0,0,0,0.0644,1,Okay experience overall.,2023-01-26
CUST_03172,22,female,4,73.77,0.439,1,0,0,-0.0089,0,,
CUST_03173,43,non-binary,6,111.46,0.488,1,0,0,0.0091,0,,
CUST_03174,25,male,4,46.25,0.368,0,0,0,-0.0681,0,,
CUST_03175,27,male,6,85.52,0.492,0,0,0,-0.1313,0,,
CUST_03176,20,male,5,125.68,0.584,0,0,0,-0.0198,1,Okay experience overall.,2023-05-15
CUST_03177,30,female,4,44.99,0.346,0,0,0,0.0502,0,,
CUST_03178,45,female,7,47.17,0.363,0,0,0,0.0091,1,"Nothing special, but not bad either.",2023-06-18
CUST_03179,40,female,9,56.98,0.45,0,1,0,-0.0375,0,,
CUST_03180,45,male,6,18.06,0.276,0,1,0,0.0456,1,I keep buying but never get discounts. Done.,2023-04-18
CUST_03181,40,male,4,156.9,0.552,0,0,1,0.0897,0,,
CUST_03182,24,male,3,103.61,0.473,0,0,0,-0.0745,1,Delivery was on time. Product was fine.,2023-06-06
CUST_03183,32,female,4,79.89,0.414,0,0,1,-0.0026,1,Delivery was on time. Product was fine.,2023-04-12
CUST_03184,27,male,5,61.3,0.416,0,0,1,-0.0266,0,,
CUST_03185,48,non-binary,3,166.04,0.518,0,1,1,0.0022,0,,
CUST_03186,23,male,5,119.65,0.559,0,0,0,-0.0228,0,,
CUST_03187,44,male,2,96.15,0.357,0,1,1,0.1396,1,Delivery was on time. Product was fine.,2023-01-31
CUST_03188,44,female,5,136.59,0.515,0,0,0,-0.006,0,,
CUST_03189,53,female,3,111.66,0.379,0,0,1,0.015,1,Delivery was on time. Product was fine.,2023-02-13
CUST_03190,31,male,2,84.94,0.382,0,0,0,0.0084,1,"Nothing special, but not bad either.",2023-02-23
CUST_03191,42,female,0,81.81,0.287,0,0,0,-0.0627,0,,
CUST_03192,58,male,4,82.29,0.319,1,1,1,0.0102,0,,
CUST_03193,29,non-binary,6,69.52,0.45,0,1,1,-0.0736,0,,
CUST_03194,20,female,3,133.35,0.554,0,1,0,0.0902,0,,
CUST_03195,18,male,3,84.46,0.455,0,1,0,0.0452,1,"Nothing special, but not bad either.",2023-06-09
CUST_03196,42,female,4,140.6,0.508,1,0,0,-0.0288,1,Delivery was on time. Product was fine.,2023-03-30
CUST_03197,18,male,5,75.14,0.481,1,1,0,-0.0083,1,Delivery was on time. Product was fine.,2023-05-17
CUST_03198,31,female,2,82.03,0.376,0,1,0,0.0513,0,,
CUST_03199,39,non-binary,1,86.43,0.332,1,1,0,0.0136,1,"Nothing special, but not bad either.",2023-02-21
CUST_03200,37,female,2,73.03,0.333,0,0,0,-0.0826,0,,
CUST_03201,39,male,9,82.41,0.509,0,0,0,0.0084,0,,
CUST_03202,37,male,4,116.52,0.475,1,0,0,0.0543,0,,
CUST_03203,48,male,1,136.06,0.405,1,0,0,-0.1167,0,,
CUST_03204,25,female,5,108.97,0.528,0,0,0,0.0069,1,"Nothing special, but not bad either.",2023-02-09
CUST_03205,28,female,3,64.28,0.372,1,1,0,-0.0418,0,,
CUST_03206,27,female,2,82.01,0.391,0,1,0,0.0634,1,Delivery was on time. Product was fine.,2023-04-30
CUST_03207,43,non-binary,5,82.64,0.401,1,0,1,-0.0226,1,Delivery was on time. Product was fine.,2023-06-02
CUST_03208,44,male,5,151.02,0.547,1,0,0,-0.0278,0,,
CUST_03209,40,male,1,129.57,0.422,1,1,0,0.0414,1,"Nothing special, but not bad either.",2023-04-29
CUST_03210,47,male,3,136.43,0.457,0,0,0,-0.0449,0,,
CUST_03211,23,male,7,78.73,0.516,1,0,0,0.0042,1,Okay experience overall.,2023-01-13
CUST_03212,52,male,8,61.8,0.391,1,1,0,0.0141,1,Delivery was on time. Product was fine.,2023-02-04
CUST_03213,50,female,4,117.2,0.426,0,1,0,-0.0097,0,,
CUST_03214,42,male,5,86.19,0.413,0,1,0,-0.0652,1,Okay experience overall.,2023-06-09
CUST_03215,53,male,4,108.75,0.396,0,1,0,-0.0436,1,Delivery was on time. Product was fine.,2023-06-15
CUST_03216,18,female,1,112.37,0.469,0,1,0,-0.0065,0,,
CUST_03217,30,male,7,88.15,0.51,0,0,0,-0.0947,0,,
CUST_03218,28,female,3,130.12,0.516,0,0,0,0.0043,0,,
CUST_03219,42,male,4,56.19,0.324,0,1,0,-0.0132,1,Delivery was on time. Product was fine.,2023-01-15
CUST_03220,24,female,3,103.28,0.473,0,0,0,0.0286,0,,
CUST_03221,43,non-binary,4,120.35,0.46,1,0,0,0.0325,0,,
CUST_03222,49,male,6,151.07,0.551,1,0,0,-0.0561,0,,
CUST_03223,42,female,5,104.04,0.452,0,0,1,-0.026,0,,
CUST_03224,38,female,4,137.72,0.517,0,0,0,-0.0464,0,,
CUST_03225,25,female,4,135.75,0.563,0,0,0,-0.0263,0,,
CUST_03226,27,male,2,170.1,0.584,0,0,0,-0.0126,0,,
CUST_03227,47,male,6,109.71,0.468,0,0,1,0.056,1,Delivery was on time. Product was fine.,2023-02-26
CUST_03228,43,female,5,161.56,0.574,1,0,0,-0.0298,1,Delivery was on time. Product was fine.,2023-03-08
CUST_03229,35,female,6,124.3,0.546,0,0,1,0.0443,0,,
CUST_03230,31,male,8,53.98,0.455,0,1,0,0.013,1,Okay experience overall.,2023-01-12
CUST_03231,18,male,3,100.86,0.49,1,1,0,0.0693,1,"Nothing special, but not bad either.",2023-06-15
CUST_03232,24,male,7,72.5,0.499,0,0,0,-0.0177,1,"Nothing special, but not bad either.",2023-03-07
CUST_03233,54,male,4,145.91,0.474,0,0,0,-0.0407,1,Okay experience overall.,2023-03-09
CUST_03234,22,male,5,105.06,0.531,0,0,0,0.0072,0,,
CUST_03235,37,male,3,60.41,0.329,0,1,0,-0.0804,1,"Nothing special, but not bad either.",2023-05-05
CUST_03236,45,male,4,126.48,0.466,0,1,0,0.0079,0,,
CUST_03237,22,male,5,139.65,0.607,1,0,0,0.0283,0,,
CUST_03238,37,non-binary,9,87.9,0.529,1,0,1,0.0549,0,,
CUST_03239,44,male,4,86.59,0.383,0,0,0,0.0203,0,,
CUST_03240,35,male,6,106.05,0.506,1,0,1,-0.0071,1,"Nothing special, but not bad either.",2023-02-20
CUST_03241,64,male,4,45.68,0.216,1,0,1,0.0971,1,Good prices this time. Hoping it stays.,2023-01-17
CUST_03242,18,non-binary,5,121.29,0.582,0,0,0,-0.0005,1,"Nothing special, but not bad either.",2023-03-11
CUST_03243,46,female,4,150.74,0.515,1,0,0,-0.0529,0,,
CUST_03244,33,female,5,80.48,0.435,1,0,0,-0.0017,1,"Nothing special, but not bad either.",2023-04-27
CUST_03245,43,male,3,155.29,0.513,0,0,0,-0.0672,0,,
CUST_03246,39,female,2,129.84,0.45,1,0,0,-0.0617,1,Delivery was on time. Product was fine.,2023-04-27
CUST_03247,28,male,3,97.69,0.445,1,1,0,0.0121,0,,
CUST_03248,37,male,5,119.05,0.504,1,0,0,-0.0663,1,Okay experience overall.,2023-04-09
CUST_03249,18,female,1,147.93,0.547,1,0,0,-0.0308,1,"Nothing special, but not bad either.",2023-05-07
CUST_03250,41,female,2,104.25,0.386,0,1,1,-0.0584,0,,
CUST_03251,38,female,4,111.78,0.461,0,1,0,0.007,0,,
CUST_03252,41,female,5,83.94,0.412,0,0,0,-0.0356,1,"Nothing special, but not bad either.",2023-06-19
CUST_03253,46,non-binary,1,96.4,0.326,1,0,1,0.0266,1,"Nothing special, but not bad either.",2023-03-31
CUST_03254,39,male,2,121.02,0.43,0,1,1,0.0226,1,Delivery was on time. Product was fine.,2023-01-12
CUST_03255,36,male,4,94.59,0.431,0,0,0,-0.0652,1,"Nothing special, but not bad either.",2023-03-29
CUST_03256,26,male,1,84.9,0.378,0,0,0,0.046,0,,
CUST_03257,28,female,6,134.53,0.596,1,0,1,-0.0086,1,"Nothing special, but not bad either.",2023-01-13
CUST_03258,47,male,3,114.48,0.409,0,0,0,-0.0612,1,Okay experience overall.,2023-04-27
CUST_03259,49,female,8,85.6,0.455,0,1,0,0.0186,1,Delivery was on time. Product was fine.,2023-01-25
CUST_03260,33,male,4,152.58,0.569,1,1,0,0.088,0,,
CUST_03261,35,male,3,163.41,0.562,0,0,0,-0.0098,1,"Nothing special, but not bad either.",2023-01-26
CUST_03262,26,male,4,130.44,0.548,1,0,0,-0.0824,0,,
CUST_03263,47,male,4,64.16,0.322,0,1,0,0.0461,0,,
CUST_03264,42,female,4,112.21,0.446,1,0,0,0.0788,0,,
CUST_03265,54,male,6,117.66,0.459,1,0,0,-0.054,0,,
CUST_03266,26,male,5,52.45,0.401,1,1,1,-0.0398,1,Okay experience overall.,2023-05-18
CUST_03267,31,male,3,135.76,0.517,0,0,0,0.0018,1,Okay experience overall.,2023-05-06
CUST_03268,37,male,3,106.27,0.429,0,0,0,-0.0967,1,Okay experience overall.,2023-06-13
CUST_03269,41,male,5,133.68,0.52,1,0,1,0.1041,0,,
CUST_03270,33,male,6,90.83,0.481,1,0,0,-0.0025,1,Okay experience overall.,2023-02-10
CUST_03271,26,female,4,114.53,0.513,0,0,0,0.0021,1,"Nothing special, but not bad either.",2023-04-06
CUST_03272,44,male,6,115.96,0.493,0,0,0,0.0179,0,,
CUST_03273,42,male,6,105.66,0.479,1,1,0,-0.0129,1,Okay experience overall.,2023-02-08
CUST_03274,26,female,3,114.74,0.49,1,0,0,-0.0258,1,Delivery was on time. Product was fine.,2023-05-27
CUST_03275,49,male,4,95.89,0.384,1,0,1,-0.0471,0,,
CUST_03276,47,male,6,64.51,0.369,0,0,1,-0.0589,0,,
CUST_03277,36,female,2,38.75,0.262,0,1,0,0.0203,1,I keep buying but never get discounts. Done.,2023-06-04
CUST_03278,36,male,2,81.48,0.356,1,0,1,0.0676,1,"Nothing special, but not bad either.",2023-06-19
CUST_03279,41,female,4,123.72,0.475,0,1,1,0.0475,1,Okay experience overall.,2023-05-24
CUST_03280,26,female,3,68.83,0.39,0,0,1,-0.0145,1,Delivery was on time. Product was fine.,2023-05-09
CUST_03281,35,female,5,131.82,0.539,1,0,1,-0.0096,1,Okay experience overall.,2023-02-23
CUST_03282,18,non-binary,4,141.74,0.603,0,0,0,0.0809,1,Smooth checkout and great perks!,2023-06-07
CUST_03283,44,male,5,114.18,0.466,0,0,1,-0.0399,1,Delivery was on time. Product was fine.,2023-03-19
CUST_03284,19,male,5,95.02,0.521,0,0,0,-0.0834,0,,
CUST_03285,50,male,5,130.74,0.479,0,1,0,0.0126,0,,
CUST_03286,32,male,4,134.71,0.534,1,0,1,0.0426,1,Delivery was on time. Product was fine.,2023-04-03
CUST_03287,33,female,6,93.25,0.486,0,0,0,-0.1244,1,"Nothing special, but not bad either.",2023-02-19
CUST_03288,29,female,5,102.54,0.499,1,0,0,0.0199,0,,
CUST_03289,32,female,3,75.6,0.381,0,1,0,-0.0564,1,Delivery was on time. Product was fine.,2023-03-02
CUST_03290,49,female,4,108.59,0.411,0,0,0,-0.0709,0,,
CUST_03291,18,male,2,37.99,0.33,0,0,0,-0.0145,1,Okay experience overall.,2023-03-22
CUST_03292,48,female,2,91.22,0.331,0,0,0,-0.0577,1,"Nothing special, but not bad either.",2023-03-07
CUST_03293,38,female,4,74.4,0.379,1,0,0,-0.0885,1,"Nothing special, but not bad either.",2023-04-10
CUST_03294,23,female,2,97.36,0.44,0,0,0,0.0054,0,,
