customer_id,age,gender,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,preferred_payment,preferred_category,delivery_distance_km,satisfaction_score,loyalty_score,discount_offer,churned,counterfactual_churned,p_churn_model,p_churn_cf_model,has_review,review_text,review_score
CUST_002435,32,female,6.3,5.9,4,55.54,2,UPI,Mobile,15.3,2,0.301,0,0,1,0.5309,0.3259,1,Nothing special but acceptable.,3
CUST_002436,35,female,16.8,6.5,4,106.88,2,Credit Card,Mobile,9.7,2,0.498,1,0,1,0.2049,0.3997,0,,
CUST_002437,45,female,39.8,6.9,4,85.56,5,E Wallet,Laptop & Accessory,8.4,4,0.482,0,0,0,0.2542,0.1174,1,Nothing special but acceptable.,3
CUST_002438,31,male,6.5,3.6,6,69.27,2,E Wallet,Laptop & Accessory,1,2,0.338,0,0,1,0.1788,0.0837,1,Experience was fine overall.,3
CUST_002439,18,male,10.7,4.1,2,74.67,3,E Wallet,Fashion,7.9,2,0.43,1,1,0,0.2037,0.3898,0,,
CUST_002440,55,female,37.1,8.9,10,78.59,5,UPI,Mobile,13.5,4,0.634,1,0,1,0.0908,0.2163,0,,
CUST_002441,51,male,11.4,4.6,2,105.39,1,Credit Card,Fashion,7.8,2,0.38,1,1,1,0.4857,0.6969,1,"App was fine, but moving on.",2
CUST_002442,22,female,13.1,5.2,5,132.39,2,Debit Card,Mobile,17.4,3,0.481,0,0,0,0.2743,0.1286,1,Average service.,3
CUST_002443,44,female,15.7,4.2,2,125.94,1,UPI,Home & Kitchen,10.2,3,0.267,0,1,1,0.5956,0.3903,1,"Late deliveries, no offers.",1
CUST_002444,30,female,9.6,3.8,4,39.94,1,Debit Card,Fashion,3.7,3,0.449,0,0,0,0.1524,0.0666,1,Nothing special but acceptable.,3
CUST_002445,39,male,17.8,4.9,1,149.17,3,Debit Card,Mobile,4.8,4,0.556,1,1,0,0.1791,0.3672,1,Switching for better prices.,2
CUST_002446,39,male,8.4,8,5,121.86,1,E Wallet,Laptop & Accessory,5.6,5,0.638,1,0,0,0.1583,0.3425,0,,
CUST_002447,33,female,20.2,7.2,5,72.86,4,E Wallet,Fashion,16.2,4,0.415,0,0,0,0.3761,0.1957,1,Nothing special but acceptable.,3
CUST_002448,27,female,4.6,4.5,3,119.92,1,Credit Card,Mobile,12,4,0.272,0,0,0,0.2693,0.1377,0,,
CUST_002449,28,female,8.5,7.1,5,142.16,3,UPI,Mobile,22,3,0.375,0,1,1,0.3504,0.1817,1,Switching for better prices.,2
CUST_002450,26,male,11.3,5.4,5,78.93,2,Debit Card,Grocery,7.9,3,0.442,0,0,0,0.2597,0.1226,1,Nothing special but acceptable.,3
CUST_002451,27,female,9.3,7.6,4,65.81,2,E Wallet,Laptop & Accessory,10.6,4,0.664,1,0,0,0.0917,0.2207,1,Very satisfied with value.,4
CUST_002452,35,female,10.4,8.9,7,186.11,2,UPI,Fashion,3.4,5,0.558,0,0,0,0.3308,0.1566,0,,
CUST_002453,28,male,22.6,7.9,6,218.76,2,E Wallet,Mobile,14.7,4,0.713,0,1,0,0.2466,0.1022,1,Switching for better prices.,2
CUST_002454,44,female,36.6,7.3,2,150.68,3,Credit Card,Laptop & Accessory,17.7,4,0.507,1,0,1,0.1164,0.2548,0,,
CUST_002455,52,female,32.2,8,6,176.8,4,Debit Card,Fashion,1,5,0.581,0,0,0,0.4,0.1984,1,Average service.,3
CUST_002456,30,male,12.8,5.8,3,97.95,3,Cash on Delivery,Mobile,5.3,4,0.304,1,0,0,0.352,0.5602,1,Experience was fine overall.,3
CUST_002457,39,male,29.5,4,1,161.45,4,UPI,Fashion,6.9,4,0.523,0,0,0,0.192,0.0833,1,Average service.,3
CUST_002458,41,female,33.8,6,2,38.57,5,Debit Card,Mobile,12.3,3,0.398,1,0,1,0.1233,0.2569,1,Average service.,3
CUST_002459,41,male,13.7,4.4,7,126.48,1,UPI,Mobile,6.7,4,0.493,0,0,0,0.2209,0.0992,0,,
CUST_002460,37,female,10.7,4.6,5,123.19,2,Cash on Delivery,Laptop & Accessory,1,3,0.562,1,1,1,0.1766,0.3638,1,"App was fine, but moving on.",2
CUST_002461,44,male,10.3,8.3,9,123,2,E Wallet,Mobile,13.3,4,0.421,1,1,1,0.3681,0.5915,0,,
CUST_002462,41,male,15,7.6,8,113.55,4,E Wallet,Laptop & Accessory,7.9,4,0.521,0,1,0,0.4261,0.2213,1,"App was fine, but moving on.",2
CUST_002463,22,non-binary,32.4,7.6,6,124.72,6,Debit Card,Home & Kitchen,9.9,4,0.659,1,0,0,0.2658,0.5033,1,Very satisfied with value.,4
CUST_002464,46,female,18.1,7.3,8,74.05,4,E Wallet,Mobile,15.1,2,0.536,1,1,1,0.2003,0.3973,1,Service okay—still leaving.,2
CUST_002465,46,male,20.9,3.4,2,238.34,2,E Wallet,Home & Kitchen,18,4,0.348,0,0,0,0.2052,0.0973,0,,
CUST_002466,28,female,6,6.5,4,184.72,1,Debit Card,Home & Kitchen,12,5,0.449,0,0,0,0.2538,0.1189,1,Average service.,3
CUST_002467,36,male,8.6,6.9,3,259.96,1,UPI,Mobile,9.7,5,0.652,1,0,1,0.1218,0.279,1,"Loyal customer, happy so far.",4
CUST_002468,44,male,15.5,2.6,2,72.3,2,UPI,Mobile,11.5,2,0.357,0,0,0,0.3129,0.1591,1,Average service.,3
CUST_002469,34,male,36.7,8.3,6,145.93,5,UPI,Mobile,3.9,5,0.591,1,0,0,0.079,0.1884,1,Nothing special but acceptable.,3
CUST_002470,48,male,14.9,3.8,3,135.53,2,Credit Card,Home & Kitchen,5.2,3,0.357,0,0,0,0.2211,0.1055,0,,
CUST_002471,62,female,35.3,4.2,5,41.09,4,Debit Card,Mobile,10.7,3,0.517,0,0,0,0.1956,0.0853,1,Average service.,3
CUST_002472,27,female,5.8,7.3,5,87.6,3,Debit Card,Mobile,6.9,4,0.575,1,0,0,0.149,0.3198,0,,
CUST_002473,21,non-binary,12.4,4.2,3,106.67,3,Debit Card,Grocery,9.8,4,0.557,1,1,0,0.0978,0.2239,1,"App was fine, but moving on.",2
CUST_002474,39,female,17.1,5,3,110.57,2,E Wallet,Grocery,8.4,4,0.357,0,0,1,0.3172,0.1618,1,Nothing special but acceptable.,3
CUST_002475,44,male,29,8.2,3,69.51,4,Debit Card,Laptop & Accessory,9.8,4,0.647,0,1,0,0.2424,0.1031,0,,
CUST_002476,33,female,6.2,4.9,3,142.01,2,Credit Card,Fashion,9.3,3,0.398,0,1,0,0.7131,0.5028,0,,
CUST_002477,52,non-binary,13.7,5.6,4,107.81,2,Credit Card,Mobile,4.1,4,0.501,1,0,0,0.0879,0.1995,1,Average service.,3
CUST_002478,21,female,5.3,5,2,71.91,2,E Wallet,Grocery,10.2,3,0.424,1,0,1,0.2461,0.4483,1,Average service.,3
CUST_002479,44,female,39.2,7.9,5,140.02,5,Debit Card,Laptop & Accessory,18.4,3,0.726,1,0,0,0.1244,0.2915,0,,
CUST_002480,29,female,6.8,5.1,7,58.46,3,Credit Card,Fashion,1,3,0.618,0,0,0,0.1152,0.0453,1,Great perks—staying!,4
CUST_002481,55,male,12.8,5.9,5,108.96,1,UPI,Home & Kitchen,12.9,4,0.555,0,0,0,0.2305,0.1013,1,Nothing special but acceptable.,3
CUST_002482,58,female,20.9,5.5,4,92.01,3,Debit Card,Laptop & Accessory,16,3,0.481,1,0,0,0.1982,0.3877,0,,
CUST_002483,28,female,12.3,6.3,4,92.84,3,UPI,Mobile,11.9,3,0.558,1,0,0,0.1389,0.3005,1,Nothing special but acceptable.,3
CUST_002484,30,female,24,6.9,3,72.14,4,Debit Card,Home & Kitchen,7.6,4,0.379,0,0,0,0.4479,0.25,0,,
CUST_002485,45,male,39.3,10.2,4,64.51,5,Credit Card,Mobile,11.6,4,0.416,0,0,0,0.3454,0.1755,1,Nothing special but acceptable.,3
CUST_002486,32,female,13.7,5.3,2,54.93,2,Debit Card,Grocery,10,3,0.301,1,0,0,0.1494,0.2914,1,Experience was fine overall.,3
CUST_002487,36,female,33.6,6.7,2,58.51,4,Credit Card,Laptop & Accessory,4.1,4,0.383,0,0,0,0.5057,0.2955,1,Nothing special but acceptable.,3
CUST_002488,36,male,20,6.6,3,99.88,3,Debit Card,Mobile,6,4,0.447,1,0,0,0.1607,0.3253,0,,
CUST_002489,18,female,5.1,6.8,2,106.09,1,E Wallet,Mobile,11.9,3,0.442,0,1,0,0.2288,0.1056,1,Service okay—still leaving.,2
CUST_002490,36,male,33.4,5.4,6,120.69,4,Debit Card,Mobile,17.3,3,0.555,1,0,1,0.1768,0.3634,0,,
CUST_002491,28,male,15.8,6.1,7,68.1,3,Debit Card,Home & Kitchen,1,5,0.516,0,0,0,0.2844,0.1323,1,Average service.,3
CUST_002492,31,male,11,1.9,4,52.83,2,Credit Card,Grocery,13.2,2,0.474,1,0,1,0.1215,0.2609,1,Average service.,3
CUST_002493,52,female,22.9,6,4,117.99,2,Debit Card,Laptop & Accessory,5.2,5,0.453,0,0,0,0.2843,0.1359,0,,
CUST_002494,22,male,8.3,7.1,2,107.14,2,E Wallet,Home & Kitchen,3.8,2,0.424,1,0,1,0.1459,0.2984,1,Experience was fine overall.,3
CUST_002495,45,female,10.8,4.6,4,148.55,3,Credit Card,Laptop & Accessory,5.6,4,0.504,0,0,1,0.4473,0.238,1,Nothing special but acceptable.,3
CUST_002496,33,male,18.9,6.4,0,55.84,3,Credit Card,Laptop & Accessory,11.1,3,0.32,0,0,0,0.2168,0.1048,1,Average service.,3
CUST_002497,33,male,23.6,5.6,2,90.09,3,E Wallet,Laptop & Accessory,7.5,3,0.443,0,0,0,0.241,0.1122,1,Experience was fine overall.,3
CUST_002498,45,male,22.6,5.1,4,118.01,3,Credit Card,Fashion,8.2,4,0.28,0,0,0,0.5868,0.3801,0,,
CUST_002499,40,male,10.8,7.1,3,46.14,2,Debit Card,Fashion,8.6,3,0.235,1,1,1,0.2739,0.4607,1,Not satisfied—leaving.,1
CUST_002500,42,female,40.1,5.8,9,97.86,4,UPI,Fashion,15.4,3,0.777,0,0,0,0.3155,0.1344,1,Great perks—staying!,4
CUST_002501,47,female,10.4,6.1,2,41.89,3,E Wallet,Mobile,5.4,3,0.493,0,0,0,0.285,0.134,1,Nothing special but acceptable.,3
CUST_002502,32,male,10,6.1,3,71.07,1,UPI,Laptop & Accessory,16.8,3,0.254,0,1,1,0.4546,0.2671,0,,
CUST_002503,29,male,8.1,4.2,6,166.19,1,Debit Card,Mobile,19.2,3,0.43,0,1,0,0.5587,0.3365,0,,
CUST_002504,24,female,4.2,5.5,8,217.35,2,Credit Card,Mobile,9.5,4,0.712,0,0,0,0.2373,0.0977,1,Very satisfied with value.,4
CUST_002505,27,male,9.7,4.2,3,95.9,1,Credit Card,Fashion,10.5,4,0.414,1,1,0,0.1347,0.2783,1,Service okay—still leaving.,2
CUST_002506,68,female,25.8,7.3,8,115.06,3,Credit Card,Fashion,17.2,3,0.555,0,0,1,0.3325,0.1578,0,,
CUST_002507,50,female,32.4,5,1,103.3,4,E Wallet,Home & Kitchen,11.7,3,0.524,1,0,0,0.1397,0.2982,1,Nothing special but acceptable.,3
CUST_002508,21,male,48.6,7.4,2,165.85,5,Credit Card,Mobile,13.6,4,0.804,1,0,0,0.0434,0.1201,1,"Loyal customer, happy so far.",4
CUST_002509,21,male,19.3,5.8,3,139.11,2,Credit Card,Grocery,16,4,0.508,1,0,0,0.1074,0.2379,0,,
CUST_002510,41,female,14.8,7.6,3,47.05,3,Debit Card,Mobile,9.6,2,0.297,0,0,1,0.471,0.276,1,Nothing special but acceptable.,3
CUST_002511,42,male,21.6,6.5,4,123.84,4,Credit Card,Fashion,12.5,4,0.503,0,1,1,0.4584,0.2463,0,,
CUST_002512,42,male,27.3,8.1,4,57.3,3,UPI,Laptop & Accessory,5.9,5,0.598,0,0,0,0.294,0.1329,1,Experience was fine overall.,3
CUST_002513,33,male,12.5,6.6,2,154.52,2,Cash on Delivery,Laptop & Accessory,11.7,4,0.563,1,0,1,0.2643,0.4894,1,Nothing special but acceptable.,3
CUST_002514,35,female,22.1,7.1,4,160.06,3,Debit Card,Fashion,5.8,4,0.311,1,0,0,0.1944,0.3621,0,,
CUST_002515,40,female,14.8,5.4,4,45.34,2,Debit Card,Mobile,8.4,2,0.459,0,1,1,0.185,0.0822,1,"App was fine, but moving on.",2
CUST_002516,37,male,12.2,7.3,2,143.54,1,E Wallet,Laptop & Accessory,14.9,4,0.495,1,0,1,0.2552,0.4692,0,,
CUST_002517,18,female,9.5,5,2,54.81,1,Credit Card,Laptop & Accessory,10.9,3,0.331,0,0,0,0.3621,0.1928,0,,
CUST_002518,33,male,17.5,3.5,5,86.88,4,Cash on Delivery,Mobile,16.9,3,0.608,0,0,0,0.3335,0.155,1,"Loyal customer, happy so far.",4
CUST_002519,27,female,17.5,5.7,2,53.27,2,Debit Card,Grocery,5,3,0.429,0,0,0,0.1907,0.0863,1,Nothing special but acceptable.,3
CUST_002520,38,male,12,6.4,4,114.25,3,Debit Card,Laptop & Accessory,11.8,4,0.485,0,1,0,0.3114,0.1498,1,"App was fine, but moving on.",2
CUST_002521,69,female,24.8,4.1,3,197.63,2,Credit Card,Laptop & Accessory,2,4,0.471,1,1,0,0.1641,0.3334,1,Switching for better prices.,2
CUST_002522,40,non-binary,32.2,5.6,0,92.92,4,Credit Card,Home & Kitchen,3.1,3,0.404,1,0,1,0.1613,0.3215,1,Average service.,3
CUST_002523,33,male,43.6,5.8,2,83.87,5,Debit Card,Fashion,13.8,4,0.542,0,0,1,0.3912,0.1957,1,Experience was fine overall.,3
CUST_002524,46,male,12.4,6.9,5,89.75,2,Credit Card,Mobile,7.8,4,0.593,0,0,0,0.3368,0.1579,0,,
CUST_002525,41,male,10.6,8.1,6,174.02,2,Debit Card,Mobile,11.4,5,0.496,0,0,0,0.1808,0.0788,1,Nothing special but acceptable.,3
CUST_002526,41,male,19.7,5.9,3,149.04,3,UPI,Mobile,15.9,4,0.507,1,0,1,0.1532,0.3195,1,Average service.,3
CUST_002527,43,male,14.4,6.7,10,172.28,4,Credit Card,Grocery,12.6,4,0.655,1,0,0,0.0552,0.1403,1,"Loyal customer, happy so far.",4
CUST_002528,59,female,13.8,6.6,1,90.59,4,Cash on Delivery,Mobile,15.7,4,0.24,0,0,0,0.4573,0.2706,0,,
CUST_002529,24,female,7.9,7.8,1,33.7,2,Debit Card,Laptop & Accessory,13.8,3,0.407,1,0,0,0.1232,0.2575,1,Experience was fine overall.,3
CUST_002530,41,male,24.9,5.5,6,43.54,3,E Wallet,Laptop & Accessory,17,2,0.467,0,1,0,0.3056,0.1475,0,,
CUST_002531,26,female,20.2,5.9,5,87.25,3,Debit Card,Fashion,8.4,4,0.437,0,0,0,0.3618,0.1845,1,Experience was fine overall.,3
CUST_002532,42,female,15.6,5.4,5,49.25,3,UPI,Mobile,15.3,2,0.616,1,0,1,0.227,0.4459,1,Very satisfied with value.,4
CUST_002533,26,female,10.6,5.7,6,124.4,4,Cash on Delivery,Mobile,5.6,4,0.597,0,0,0,0.2799,0.1253,1,Average service.,3
CUST_002534,31,male,14.3,9.6,7,83.15,1,UPI,Fashion,11,4,0.615,0,1,0,0.3298,0.1523,1,Service okay—still leaving.,2
CUST_002535,33,male,8.7,5.6,4,39.36,2,Debit Card,Grocery,7.1,3,0.185,1,0,1,0.2322,0.4005,0,,
CUST_002536,47,female,17.6,4.8,3,109.36,2,UPI,Grocery,9.6,3,0.34,0,1,0,0.3858,0.2083,0,,
CUST_002537,46,male,10,3.9,4,64.34,3,Credit Card,Mobile,14,3,0.39,1,1,1,0.2509,0.4505,1,Switching for better prices.,2
CUST_002538,22,female,9.6,7.5,3,81.89,2,UPI,Mobile,10.5,3,0.444,0,1,1,0.3245,0.1604,1,"App was fine, but moving on.",2
CUST_002539,37,female,11.4,4.4,8,144.9,3,Credit Card,Laptop & Accessory,9.1,4,0.509,0,0,1,0.4228,0.22,0,,
CUST_002540,28,male,16,7,0,164.55,3,UPI,Mobile,8.5,5,0.363,1,1,0,0.2031,0.3809,0,,
CUST_002541,22,male,13.3,4.8,4,163.85,3,Debit Card,Laptop & Accessory,14.3,5,0.405,1,0,0,0.1037,0.222,0,,
CUST_002542,34,female,11.3,3.8,4,124.03,2,Credit Card,Grocery,2.6,5,0.374,1,0,0,0.3274,0.5417,1,Experience was fine overall.,3
CUST_002543,33,female,6.3,6.3,4,197.11,2,Credit Card,Fashion,4.4,5,0.418,0,1,0,0.408,0.2173,1,"App was fine, but moving on.",2
CUST_002544,63,female,17.5,5.1,2,81.77,2,Credit Card,Mobile,8.4,3,0.336,1,1,0,0.0754,0.1626,1,Service okay—still leaving.,2
CUST_002545,41,male,18.5,6.7,2,87.05,2,E Wallet,Mobile,6.8,4,0.324,1,0,0,0.1711,0.3283,1,Average service.,3
CUST_002546,21,female,3.6,6,4,64.04,2,Credit Card,Laptop & Accessory,1,3,0.248,1,1,1,0.4944,0.6903,1,Not satisfied—leaving.,1
CUST_002547,30,female,6.5,6.2,3,91.21,2,UPI,Mobile,1.7,4,0.483,0,1,0,0.4073,0.2114,0,,
CUST_002548,47,female,20.6,5.8,2,95.33,3,Credit Card,Laptop & Accessory,11.3,3,0.458,0,1,0,0.4285,0.2285,0,,
CUST_002549,59,male,27.6,7.7,6,106.89,3,Debit Card,Home & Kitchen,3,5,0.356,0,1,0,0.4976,0.2916,0,,
CUST_002550,19,male,6.2,4,2,86.98,1,Credit Card,Laptop & Accessory,1,3,0.279,0,0,0,0.2106,0.1033,1,Nothing special but acceptable.,3
CUST_002551,18,male,8.7,1.8,3,136.24,2,Debit Card,Laptop & Accessory,13.8,3,0.468,1,0,0,0.0916,0.2041,1,Average service.,3
CUST_002552,57,female,42.1,8.6,3,109.54,4,Debit Card,Mobile,4.2,5,0.589,1,0,0,0.1194,0.2682,0,,
CUST_002553,40,female,37.3,7.5,3,100.12,5,Debit Card,Grocery,14.9,4,0.652,1,1,1,0.1228,0.2808,1,"App was fine, but moving on.",2
CUST_002554,26,non-binary,7.9,4.6,4,106.63,2,Debit Card,Fashion,10.6,4,0.462,1,0,0,0.1398,0.292,0,,
CUST_002555,42,female,25.3,4.3,4,55.61,3,Debit Card,Laptop & Accessory,11.2,3,0.478,0,0,1,0.4031,0.2089,1,Average service.,3
CUST_002556,18,male,11,2.6,4,52.79,2,UPI,Home & Kitchen,15.1,2,0.522,1,0,0,0.1967,0.3904,1,Average service.,3
CUST_002557,36,male,44.1,7.7,3,96.47,3,UPI,Laptop & Accessory,9.2,3,0.686,1,0,1,0.2005,0.4158,0,,
CUST_002558,40,male,14.7,8.4,5,121.95,3,Debit Card,Mobile,12.2,4,0.526,0,1,0,0.5863,0.3511,0,,
CUST_002559,46,male,24.8,6.3,3,99.39,3,Debit Card,Mobile,5.3,4,0.581,1,0,0,0.0647,0.157,0,,
CUST_002560,25,female,18.6,5.6,4,82.75,2,Debit Card,Laptop & Accessory,12,3,0.636,1,0,0,0.1552,0.3371,1,Very satisfied with value.,4
CUST_002561,37,female,14.2,5.8,4,98.65,4,UPI,Laptop & Accessory,1.4,5,0.416,1,0,0,0.1809,0.3538,1,Nothing special but acceptable.,3
CUST_002562,26,male,20.1,9.5,3,160.76,3,Credit Card,Laptop & Accessory,13.2,5,0.481,0,1,0,0.3796,0.1928,0,,
CUST_002563,39,female,10.9,6.8,3,55.29,3,Credit Card,Fashion,1.6,4,0.17,0,0,1,0.3154,0.1736,1,Average service.,3
CUST_002564,26,female,5.5,3.9,2,92.68,1,Debit Card,Mobile,19.4,2,0.439,1,1,1,0.2122,0.4032,0,,
CUST_002565,32,male,11.5,5.7,5,54.57,2,UPI,Grocery,2,3,0.398,0,1,0,0.3214,0.1616,1,"App was fine, but moving on.",2
CUST_002566,25,male,32.7,7.5,8,68.74,3,Credit Card,Fashion,6.5,3,0.755,1,0,0,0.0996,0.2451,1,Very satisfied with value.,4
CUST_002567,43,male,16,4.4,3,97.14,3,Credit Card,Fashion,14.5,3,0.379,0,1,0,0.1639,0.0745,1,"App was fine, but moving on.",2
CUST_002568,45,male,19.7,7.3,6,138.44,1,Credit Card,Home & Kitchen,16.3,4,0.551,1,0,1,0.0897,0.2073,1,Experience was fine overall.,3
CUST_002569,33,female,16,4.7,2,102.81,2,E Wallet,Mobile,14.7,4,0.497,1,0,1,0.0555,0.1317,0,,
CUST_002570,36,male,8.5,3.2,2,119.99,2,E Wallet,Laptop & Accessory,13.9,4,0.18,1,0,1,0.3691,0.5631,1,Experience was fine overall.,3
CUST_002571,20,male,7.5,5.6,3,98.88,3,Credit Card,Laptop & Accessory,12.3,3,0.477,1,0,0,0.0987,0.2187,1,Nothing special but acceptable.,3
CUST_002572,33,non-binary,18.5,6,2,177.32,2,Debit Card,Mobile,8.4,4,0.465,1,1,0,0.1842,0.3646,1,Service okay—still leaving.,2
CUST_002573,35,female,42.5,7.5,9,141.29,6,Credit Card,Grocery,11.9,5,0.733,1,0,0,0.1741,0.3798,0,,
CUST_002574,65,male,17,4.9,4,89.77,3,Debit Card,Mobile,8.3,3,0.249,0,0,0,0.368,0.2034,0,,
CUST_002575,24,female,9,4.6,3,138.5,1,Credit Card,Mobile,10.3,3,0.414,0,0,0,0.2632,0.126,1,Nothing special but acceptable.,3
CUST_002576,52,male,12.5,7.4,4,93.85,2,E Wallet,Laptop & Accessory,9.2,3,0.364,1,0,0,0.1421,0.2857,1,Average service.,3
CUST_002577,47,male,12.9,6.4,5,120.03,3,UPI,Mobile,5.9,5,0.518,1,0,0,0.1769,0.3593,0,,
CUST_002578,39,female,12.6,4.3,3,140.55,3,Credit Card,Fashion,9.5,3,0.393,0,1,0,0.2593,0.125,1,Service okay—still leaving.,2
CUST_002579,55,male,20.2,3.3,8,192.78,3,UPI,Mobile,8.4,4,0.523,0,1,0,0.3001,0.1409,0,,
CUST_002580,40,female,10.8,4.3,6,201.34,3,Debit Card,Mobile,15.6,2,0.487,0,0,0,0.3902,0.1994,1,Average service.,3
CUST_002581,40,male,10.8,5.9,3,216.89,2,UPI,Fashion,12.5,4,0.562,1,0,0,0.0569,0.1387,1,Experience was fine overall.,3
CUST_002582,35,male,21.8,5.4,1,151.63,3,Debit Card,Mobile,6.9,5,0.414,0,1,0,0.1604,0.0716,0,,
CUST_002583,49,female,43.6,6.6,2,103.42,5,UPI,Home & Kitchen,1,5,0.721,1,0,0,0.0984,0.2396,0,,
CUST_002584,48,male,14.3,5,3,108.62,2,E Wallet,Home & Kitchen,9.8,3,0.21,0,1,1,0.3292,0.1799,0,,
CUST_002585,29,female,16.7,5.9,3,69.93,2,Credit Card,Grocery,11.6,3,0.425,0,0,0,0.2338,0.1092,1,Average service.,3
CUST_002586,21,female,5.8,6.5,4,72.38,3,Credit Card,Mobile,5.5,4,0.474,0,0,0,0.3578,0.1792,1,Experience was fine overall.,3
CUST_002587,34,female,32.8,7,7,109.87,4,Credit Card,Mobile,7.3,5,0.618,0,0,0,0.2379,0.1022,0,,
CUST_002588,27,female,15.7,6,5,124.97,3,Credit Card,Mobile,6.9,4,0.345,1,0,0,0.1262,0.2567,1,Average service.,3
CUST_002589,35,male,23,6,4,72.05,3,Credit Card,Mobile,17.9,3,0.504,1,0,0,0.1113,0.2449,0,,
CUST_002590,50,female,11.5,4.9,7,110.14,2,Debit Card,Laptop & Accessory,14.9,4,0.38,0,0,0,0.4438,0.2468,0,,
CUST_002591,31,female,14.8,7.2,4,47.6,4,Debit Card,Home & Kitchen,1.3,4,0.389,0,1,1,0.5196,0.3066,1,Service okay—still leaving.,2
CUST_002592,36,female,14.6,7,4,81.06,3,E Wallet,Home & Kitchen,13,3,0.416,1,0,1,0.1827,0.3565,0,,
CUST_002593,37,female,10.8,8.7,7,130.52,2,Debit Card,Fashion,14.5,5,0.542,0,0,0,0.2894,0.1336,0,,
CUST_002594,45,female,12.6,6.7,4,87.35,3,UPI,Laptop & Accessory,10.7,3,0.488,1,0,0,0.1636,0.3345,1,Experience was fine overall.,3
CUST_002595,18,male,10.7,4.9,3,169.26,2,UPI,Fashion,16.8,4,0.559,0,0,1,0.2021,0.0869,1,Average service.,3
CUST_002596,29,female,17.3,4.7,3,127.77,4,Debit Card,Mobile,8.8,3,0.33,0,0,0,0.3725,0.2,1,Average service.,3
CUST_002597,38,male,8,6.9,2,38.83,3,UPI,Home & Kitchen,10.2,3,0.294,0,0,0,0.3631,0.1964,1,Nothing special but acceptable.,3
CUST_002598,49,male,19.1,4.9,4,110.01,3,Credit Card,Fashion,16.7,5,0.249,0,0,0,0.3273,0.1758,1,Nothing special but acceptable.,3
CUST_002599,31,female,7.5,6.7,4,89.7,3,UPI,Home & Kitchen,8.5,3,0.421,0,0,0,0.3692,0.1906,1,Nothing special but acceptable.,3
CUST_002600,18,male,3.5,4.1,4,154.2,3,Debit Card,Fashion,17.5,2,0.379,1,0,1,0.3018,0.5126,1,Average service.,3
CUST_002601,43,male,18.8,6.7,5,52.74,3,Debit Card,Mobile,14.7,3,0.571,0,1,1,0.546,0.3098,0,,
CUST_002602,29,male,8.8,3.9,1,139.17,2,Credit Card,Laptop & Accessory,12.1,4,0.444,0,0,0,0.194,0.0873,1,Nothing special but acceptable.,3
CUST_002603,23,female,9.2,6.7,1,174.06,2,Credit Card,Fashion,11.3,4,0.565,0,0,0,0.2001,0.0856,0,,
CUST_002604,29,male,9.6,3.7,3,176.29,3,Credit Card,Mobile,13.3,3,0.53,0,1,0,0.4196,0.216,1,Switching for better prices.,2
CUST_002605,34,female,16.9,6.4,3,88.94,2,UPI,Fashion,1.8,5,0.455,1,0,0,0.1606,0.326,1,Nothing special but acceptable.,3
CUST_002606,29,male,11.4,5.4,3,137.33,2,E Wallet,Grocery,8.2,3,0.488,1,0,0,0.1355,0.2872,0,,
CUST_002607,18,female,35.1,7.3,0,122.74,5,Credit Card,Mobile,16.5,4,0.53,0,0,1,0.3672,0.1811,1,Average service.,3
CUST_002608,46,male,14.2,5.3,3,214.43,1,E Wallet,Mobile,4.9,3,0.26,0,0,0,0.3878,0.2164,1,Experience was fine overall.,3
CUST_002609,50,female,24.5,5.8,3,144.62,2,Debit Card,Laptop & Accessory,1.4,4,0.432,1,0,0,0.0837,0.1859,0,,
CUST_002610,43,male,12,6,2,100.03,3,Debit Card,Home & Kitchen,3.2,3,0.29,0,0,0,0.2396,0.1192,1,Nothing special but acceptable.,3
CUST_002611,23,non-binary,10.5,4.1,2,101.57,3,Credit Card,Fashion,17.1,4,0.575,0,1,0,0.2937,0.1341,0,,
CUST_002612,34,female,14.5,4.4,3,58.11,2,UPI,Mobile,10.2,2,0.193,0,0,1,0.6323,0.4367,0,,
CUST_002613,36,female,11,5.1,4,71.75,2,Credit Card,Fashion,2.4,3,0.363,0,0,1,0.219,0.104,1,Experience was fine overall.,3
CUST_002614,43,female,15.4,5.3,5,91.69,3,Debit Card,Mobile,13.7,3,0.528,0,1,0,0.2472,0.1113,1,Switching for better prices.,2
CUST_002615,43,male,12.3,4.2,6,128.35,2,Debit Card,Mobile,13.1,3,0.6,0,1,0,0.199,0.0837,0,,
CUST_002616,28,female,4.9,6.7,2,46,2,Credit Card,Home & Kitchen,8.3,4,0.167,0,0,1,0.5339,0.3435,1,Experience was fine overall.,3
CUST_002617,37,female,9.8,5.1,6,109.29,1,Credit Card,Mobile,11.8,4,0.644,1,0,0,0.1508,0.3304,1,"Loyal customer, happy so far.",4
CUST_002618,41,female,20.5,5.9,3,69.17,3,Credit Card,Mobile,12.7,3,0.498,0,1,0,0.3393,0.1659,0,,
CUST_002619,52,female,26.3,4.6,4,53.23,3,Debit Card,Home & Kitchen,7.5,2,0.463,1,0,1,0.1669,0.337,1,Nothing special but acceptable.,3
