age,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,delivery_distance_km,satisfaction_score,loyalty_score,gender,preferred_payment,preferred_category,discount_offer,review_text
35,37.6,10.0,6,267.19,5,12.3,5,0.83,male,Debit Card,Mobile,1,Great perks—staying!
50,21.6,7.8,2,60.29,5,14.5,3,0.376,male,Credit Card,Fashion,1,Service okay—still leaving.
41,8.8,6.1,3,66.78,3,10.3,4,0.427,female,UPI,Home & Kitchen,0,"App was fine, but moving on."
44,15.7,5.0,4,85.22,3,8.0,2,0.521,female,Debit Card,Grocery,1,Service okay—still leaving.
36,9.4,6.7,6,102.94,2,6.7,5,0.431,female,UPI,Mobile,1,Average service.
33,19.3,6.1,6,77.5,4,6.1,4,0.476,male,UPI,Mobile,0,Service okay—still leaving.
33,46.3,7.7,9,200.58,5,2.3,5,0.714,male,Cash on Delivery,Laptop & Accessory,1,
37,11.5,3.8,1,88.85,3,8.1,3,0.339,male,UPI,Grocery,0,
49,24.9,4.0,4,155.42,4,8.2,2,0.552,male,Credit Card,Laptop & Accessory,1,"App was fine, but moving on."
18,3.4,4.9,6,117.79,2,13.1,4,0.481,male,UPI,Home & Kitchen,1,Nothing special but acceptable.
54,15.8,7.3,5,71.05,3,9.7,4,0.557,female,Credit Card,Fashion,1,Nothing special but acceptable.
45,24.0,4.7,2,121.25,3,3.1,4,0.323,female,Credit Card,Mobile,0,Service okay—still leaving.
18,24.7,7.4,1,271.76,3,5.2,5,0.415,female,Debit Card,Home & Kitchen,1,Nothing special but acceptable.
36,7.3,6.2,5,72.17,2,11.3,3,0.353,female,Credit Card,Home & Kitchen,0,"App was fine, but moving on."
26,8.7,3.7,2,84.32,1,11.5,3,0.271,male,Credit Card,Mobile,0,Experience was fine overall.
43,9.1,5.3,2,94.72,2,4.6,3,0.254,female,Cash on Delivery,Laptop & Accessory,0,Not satisfied—leaving.
54,13.0,2.8,6,89.05,2,5.8,3,0.36,male,Debit Card,Home & Kitchen,0,
34,19.4,8.8,3,126.13,3,7.3,3,0.586,male,UPI,Home & Kitchen,1,
32,26.5,5.9,5,100.84,3,11.1,4,0.635,male,E Wallet,Laptop & Accessory,0,Very satisfied with value.
28,7.3,2.2,3,64.22,1,6.1,4,0.339,female,Debit Card,Home & Kitchen,0,Average service.
54,14.4,5.8,3,114.63,3,12.8,3,0.526,male,Debit Card,Mobile,0,Service okay—still leaving.
32,13.4,4.6,6,83.07,3,3.6,5,0.43,female,Debit Card,Mobile,1,Nothing special but acceptable.
43,24.6,8.6,2,197.98,4,7.6,5,0.405,female,E Wallet,Laptop & Accessory,1,Nothing special but acceptable.
38,14.9,6.4,6,37.28,3,11.3,3,0.622,female,Debit Card,Mobile,0,Great perks—staying!
36,24.5,7.0,3,134.66,3,12.7,5,0.413,non-binary,Credit Card,Home & Kitchen,0,Experience was fine overall.
31,26.3,8.0,4,99.11,3,1.0,4,0.601,male,UPI,Mobile,1,
43,33.0,6.5,2,60.06,5,16.1,1,0.404,female,Credit Card,Grocery,0,
29,11.9,4.2,3,70.73,1,8.7,2,0.429,male,Debit Card,Fashion,0,
19,3.6,7.1,3,48.61,1,10.0,2,0.247,male,Credit Card,Grocery,0,
38,46.1,5.8,4,124.84,5,4.7,4,0.467,male,Credit Card,Laptop & Accessory,0,Experience was fine overall.
32,17.5,9.1,5,146.9,2,4.1,5,0.65,male,UPI,Laptop & Accessory,0,
40,23.7,7.0,8,77.38,4,8.1,4,0.576,female,Debit Card,Laptop & Accessory,0,
30,19.7,10.3,5,152.63,2,16.4,4,0.581,female,E Wallet,Laptop & Accessory,0,Average service.
50,41.2,8.7,5,121.43,3,1.0,5,0.599,female,Cash on Delivery,Laptop & Accessory,1,Nothing special but acceptable.
41,8.7,5.4,0,104.32,2,13.0,3,0.261,male,E Wallet,Mobile,1,
37,42.1,8.7,7,125.1,5,6.2,5,0.632,male,Debit Card,Laptop & Accessory,1,
32,14.3,6.1,3,85.74,2,1.0,3,0.501,female,UPI,Home & Kitchen,0,Switching for better prices.
26,14.7,4.5,5,43.13,1,1.0,3,0.388,male,Debit Card,Laptop & Accessory,0,Nothing special but acceptable.
49,18.5,3.5,5,116.63,3,16.0,3,0.38,female,Debit Card,Mobile,1,Service okay—still leaving.
39,21.0,5.9,5,143.54,2,8.6,4,0.481,male,UPI,Mobile,0,
25,5.8,5.6,6,95.0,2,14.8,3,0.394,male,Credit Card,Laptop & Accessory,1,Experience was fine overall.
57,17.4,4.5,3,103.95,3,8.0,3,0.38,female,UPI,Mobile,0,Switching for better prices.
18,5.1,6.8,2,106.09,1,11.9,3,0.442,female,E Wallet,Mobile,0,Service okay—still leaving.
51,11.6,3.5,5,114.73,1,7.0,3,0.113,male,UPI,Fashion,0,
26,16.1,6.5,3,141.87,3,9.6,4,0.483,male,Debit Card,Mobile,1,Experience was fine overall.
25,9.8,6.6,4,110.57,1,12.5,3,0.352,female,Cash on Delivery,Fashion,1,Service okay—still leaving.
46,10.5,5.8,4,75.67,1,12.2,3,0.46,male,Debit Card,Grocery,0,
36,10.9,7.6,3,77.91,3,22.0,3,0.559,male,Debit Card,Grocery,0,
38,31.6,6.6,3,134.74,5,4.5,3,0.641,male,Credit Card,Home & Kitchen,0,Switching for better prices.
38,7.9,7.6,5,182.23,2,4.5,5,0.561,female,UPI,Laptop & Accessory,1,Experience was fine overall.
31,9.0,3.8,4,24.26,1,18.1,2,0.45,male,UPI,Home & Kitchen,0,
37,9.8,7.2,10,221.62,4,1.0,4,0.643,male,UPI,Grocery,1,
56,15.2,5.7,5,62.06,3,7.1,4,0.486,female,UPI,Fashion,0,Nothing special but acceptable.
20,20.7,7.1,6,225.18,3,15.2,4,0.73,female,Credit Card,Mobile,0,Very satisfied with value.
28,7.8,5.7,4,146.46,2,22.1,4,0.346,female,Credit Card,Laptop & Accessory,1,
49,17.6,5.2,2,103.98,1,1.7,3,0.316,female,UPI,Laptop & Accessory,1,Experience was fine overall.
36,12.5,6.2,4,77.33,4,9.2,3,0.277,male,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
38,23.3,7.9,6,180.61,3,6.7,3,0.474,male,Credit Card,Laptop & Accessory,0,Average service.
31,13.7,6.9,3,110.33,2,9.5,3,0.572,male,Debit Card,Fashion,0,Average service.
24,19.1,6.6,5,56.76,1,1.2,2,0.614,female,Credit Card,Fashion,1,Service okay—still leaving.
34,7.8,9.2,6,99.53,2,6.8,4,0.525,female,Credit Card,Home & Kitchen,0,
36,16.0,8.0,1,77.25,1,9.1,4,0.392,female,Credit Card,Fashion,0,Experience was fine overall.
26,13.1,6.2,3,60.57,3,9.2,3,0.282,female,UPI,Fashion,1,Not satisfied—leaving.
70,19.1,7.5,5,103.92,4,11.1,2,0.412,female,Credit Card,Grocery,0,
26,7.0,5.6,1,68.96,1,10.7,4,0.338,male,Credit Card,Home & Kitchen,1,
28,7.3,7.1,7,45.48,2,4.5,4,0.326,male,Credit Card,Fashion,1,Nothing special but acceptable.
47,17.3,4.3,3,87.63,2,6.7,3,0.406,male,Credit Card,Home & Kitchen,0,Average service.
32,18.3,5.4,5,45.75,3,3.5,3,0.26,male,UPI,Home & Kitchen,1,Experience was fine overall.
34,7.0,3.9,0,111.05,1,1.0,2,0.475,male,Debit Card,Grocery,0,
18,4.1,4.0,6,43.47,2,8.1,3,0.165,female,Cash on Delivery,Mobile,0,
38,11.4,5.1,3,61.39,2,6.7,3,0.358,female,Credit Card,Laptop & Accessory,1,Nothing special but acceptable.
60,30.7,6.7,3,41.92,4,5.0,3,0.642,female,Credit Card,Mobile,0,
49,10.7,6.2,3,126.64,2,14.3,4,0.471,female,Debit Card,Home & Kitchen,1,Service okay—still leaving.
40,19.4,6.3,2,114.51,3,16.8,4,0.508,male,Debit Card,Fashion,0,Switching for better prices.
45,13.2,5.5,5,138.37,2,12.5,4,0.551,female,Debit Card,Laptop & Accessory,0,
39,33.4,7.5,6,66.39,4,2.9,4,0.652,female,Debit Card,Home & Kitchen,1,Very satisfied with value.
35,15.6,5.4,3,166.16,2,6.8,5,0.473,female,UPI,Mobile,1,
29,10.9,5.3,5,60.32,2,5.4,2,0.481,male,Cash on Delivery,Laptop & Accessory,1,"App was fine, but moving on."
19,3.5,4.6,4,112.4,2,5.2,4,0.435,female,Debit Card,Mobile,0,"App was fine, but moving on."
40,15.4,9.5,6,95.19,3,15.7,3,0.703,male,Credit Card,Mobile,1,
40,12.1,4.4,1,41.4,2,9.5,3,0.2,female,Credit Card,Mobile,1,"Late deliveries, no offers."
41,11.7,5.6,6,62.41,1,7.8,3,0.504,male,UPI,Mobile,0,
33,13.6,6.1,4,94.69,4,7.3,5,0.465,male,Credit Card,Mobile,0,Experience was fine overall.
18,4.4,5.9,3,57.17,2,1.0,4,0.508,male,Debit Card,Home & Kitchen,0,Nothing special but acceptable.
44,11.8,7.6,3,46.1,4,6.2,3,0.472,female,Cash on Delivery,Fashion,1,Average service.
41,24.7,3.8,4,99.28,4,13.2,3,0.39,female,UPI,Fashion,0,Experience was fine overall.
36,8.5,6.1,3,99.61,3,1.7,4,0.579,male,UPI,Home & Kitchen,0,Nothing special but acceptable.
31,12.0,6.2,1,65.92,1,9.4,3,0.257,female,UPI,Fashion,0,Experience was fine overall.
19,15.8,6.3,1,125.4,1,6.5,4,0.315,male,E Wallet,Home & Kitchen,0,
44,18.2,5.6,2,52.31,4,14.4,3,0.425,female,E Wallet,Fashion,0,
42,26.1,6.3,2,106.81,3,6.9,4,0.421,male,Debit Card,Fashion,1,
45,14.8,5.9,3,99.09,3,11.1,4,0.595,non-binary,UPI,Laptop & Accessory,1,Experience was fine overall.
58,13.9,4.0,4,174.56,3,11.9,4,0.441,female,Debit Card,Laptop & Accessory,1,
38,9.7,4.6,0,104.97,2,19.5,3,0.269,male,Credit Card,Mobile,0,Average service.
18,11.5,5.6,3,145.34,1,9.4,3,0.483,male,Debit Card,Fashion,0,Nothing special but acceptable.
37,17.5,7.0,7,41.88,1,20.3,3,0.542,non-binary,UPI,Mobile,1,Nothing special but acceptable.
52,31.0,7.4,5,74.14,5,8.0,3,0.585,female,UPI,Mobile,1,
52,48.4,8.6,8,131.43,6,3.0,4,0.614,female,Credit Card,Fashion,1,
31,12.6,4.5,4,101.44,3,3.8,4,0.475,male,Credit Card,Laptop & Accessory,0,
47,11.8,4.3,3,102.81,2,7.6,4,0.408,male,Credit Card,Laptop & Accessory,0,
48,17.4,8.6,1,130.82,1,12.0,5,0.283,female,Credit Card,Laptop & Accessory,1,
18,19.9,5.6,3,42.25,3,5.3,3,0.51,female,E Wallet,Mobile,1,
34,33.0,2.8,2,76.99,4,14.0,1,0.3,male,Cash on Delivery,Mobile,1,Experience was fine overall.
32,17.0,5.8,6,80.95,1,9.1,3,0.615,male,E Wallet,Mobile,1,Service okay—still leaving.
25,7.2,5.6,2,74.41,3,10.6,3,0.407,female,Credit Card,Home & Kitchen,0,
48,15.8,5.5,5,86.16,2,9.3,3,0.284,female,UPI,Mobile,1,
40,14.3,4.5,4,61.42,4,15.1,2,0.515,non-binary,Credit Card,Laptop & Accessory,1,Experience was fine overall.
26,14.0,4.3,4,157.0,2,9.3,4,0.369,male,Credit Card,Mobile,1,
38,30.8,4.5,2,103.06,4,13.1,4,0.333,female,Debit Card,Mobile,1,Average service.
55,20.3,5.4,6,148.88,2,7.3,3,0.479,female,Credit Card,Fashion,0,Average service.
29,15.2,6.5,6,182.5,2,6.5,4,0.595,female,Debit Card,Mobile,0,Experience was fine overall.
43,13.3,5.3,1,64.24,2,11.7,4,0.353,female,Credit Card,Home & Kitchen,0,"App was fine, but moving on."
58,14.5,4.1,0,110.4,3,7.4,4,0.466,female,Debit Card,Mobile,1,Switching for better prices.
28,23.3,6.6,6,108.31,4,3.5,4,0.494,female,Credit Card,Mobile,0,Switching for better prices.
52,26.1,5.7,1,44.21,3,8.9,2,0.421,male,UPI,Grocery,0,"App was fine, but moving on."
18,2.2,3.8,3,52.02,3,15.9,2,0.269,male,Credit Card,Fashion,1,Nothing special but acceptable.
44,24.4,5.9,1,146.7,4,14.7,4,0.325,female,Debit Card,Fashion,1,
35,12.9,5.3,1,149.41,3,12.4,4,0.292,female,Debit Card,Laptop & Accessory,1,
27,7.0,5.3,5,120.22,2,10.5,3,0.34,female,Credit Card,Mobile,1,Switching for better prices.
51,13.7,6.7,0,117.49,3,7.7,4,0.276,female,Credit Card,Mobile,0,
37,15.5,9.0,5,50.85,3,7.1,3,0.259,female,E Wallet,Mobile,1,Terrible experience. No perks.
51,11.7,6.4,5,123.61,2,10.2,4,0.476,male,Credit Card,Mobile,0,Nothing special but acceptable.
48,13.7,4.9,6,68.22,3,5.3,2,0.553,male,E Wallet,Laptop & Accessory,0,
49,15.4,4.2,6,51.88,2,14.9,3,0.348,male,Credit Card,Fashion,1,
54,14.5,4.0,4,95.52,3,5.2,3,0.289,female,Cash on Delivery,Grocery,0,
55,19.4,7.9,4,77.86,3,9.7,3,0.483,male,UPI,Fashion,0,Switching for better prices.
29,5.2,4.0,6,112.11,1,8.9,4,0.272,female,Debit Card,Mobile,1,
40,15.8,4.8,5,109.43,3,5.4,3,0.356,male,Debit Card,Mobile,0,Service okay—still leaving.
20,10.5,6.8,1,126.75,4,5.8,5,0.522,female,Debit Card,Laptop & Accessory,0,Service okay—still leaving.
40,14.5,4.7,3,50.13,4,6.1,3,0.542,female,Debit Card,Mobile,0,
35,7.6,5.0,3,129.94,3,10.8,4,0.402,male,Credit Card,Mobile,1,
26,4.5,4.2,3,52.39,1,11.5,3,0.266,non-binary,Debit Card,Mobile,1,"Late deliveries, no offers."
32,37.7,6.6,5,111.41,4,8.2,5,0.573,female,Credit Card,Grocery,1,Nothing special but acceptable.
50,21.8,5.1,4,91.06,3,12.1,2,0.29,female,Credit Card,Mobile,0,Experience was fine overall.
31,15.2,6.5,5,114.36,2,10.6,3,0.479,male,Credit Card,Laptop & Accessory,1,Experience was fine overall.
56,13.6,3.6,6,106.48,2,14.2,3,0.391,female,Cash on Delivery,Home & Kitchen,0,Average service.
52,37.8,8.0,4,112.6,5,1.0,4,0.558,male,UPI,Home & Kitchen,0,Average service.
21,4.9,8.2,3,68.68,3,7.8,4,0.429,male,Credit Card,Laptop & Accessory,0,Nothing special but acceptable.
23,19.8,6.6,6,266.49,3,10.3,4,0.578,male,Credit Card,Home & Kitchen,1,
36,7.1,6.9,4,100.82,2,6.8,3,0.457,female,Credit Card,Fashion,1,
34,19.3,5.7,5,58.77,3,12.3,3,0.654,female,E Wallet,Mobile,0,"App was fine, but moving on."
53,15.4,3.6,0,86.67,1,1.3,3,0.415,female,Debit Card,Grocery,1,
49,21.1,5.5,6,110.67,3,1.9,3,0.517,male,Debit Card,Mobile,0,Experience was fine overall.
46,31.4,3.9,4,95.79,4,10.7,3,0.422,male,Credit Card,Grocery,1,
25,10.9,4.4,0,180.4,2,13.2,4,0.397,female,UPI,Home & Kitchen,0,Average service.
28,41.3,8.1,8,73.21,5,1.0,4,0.763,female,UPI,Mobile,1,
40,12.8,4.1,2,94.63,2,6.8,5,0.266,female,Credit Card,Laptop & Accessory,0,
40,11.5,4.7,5,116.54,2,5.4,5,0.466,female,E Wallet,Home & Kitchen,0,Experience was fine overall.
44,17.0,6.8,2,158.32,2,18.4,4,0.366,male,Credit Card,Grocery,1,
29,5.7,4.8,3,105.35,3,13.6,4,0.22,non-binary,Debit Card,Laptop & Accessory,0,Average service.
35,17.7,5.1,1,186.94,2,12.2,3,0.519,male,Credit Card,Fashion,0,
35,28.0,5.2,4,52.03,3,11.6,3,0.389,female,Credit Card,Home & Kitchen,1,Experience was fine overall.
20,4.8,6.3,4,156.55,1,8.2,4,0.511,female,Debit Card,Grocery,0,
34,9.5,3.2,1,110.24,1,8.8,3,0.365,male,Debit Card,Fashion,1,Experience was fine overall.
52,41.7,7.6,5,167.19,5,19.5,4,0.491,non-binary,Credit Card,Mobile,0,Service okay—still leaving.
44,23.3,5.0,6,91.35,2,3.3,3,0.299,female,UPI,Mobile,0,Terrible experience. No perks.
67,25.2,9.6,3,190.88,2,14.1,4,0.423,male,Debit Card,Laptop & Accessory,0,
47,72.0,7.5,5,56.63,6,7.8,4,0.764,female,Debit Card,Laptop & Accessory,0,
34,16.1,5.9,5,88.36,2,14.4,4,0.572,female,Debit Card,Mobile,1,Average service.
46,11.8,6.1,4,66.96,1,14.0,4,0.476,female,Credit Card,Laptop & Accessory,0,
43,15.7,9.0,3,85.98,2,9.3,5,0.332,male,Debit Card,Grocery,0,
35,9.0,4.1,6,41.85,1,8.6,3,0.265,male,Credit Card,Mobile,0,
33,27.1,8.8,4,58.01,5,10.3,5,0.577,female,Debit Card,Fashion,0,
21,3.8,7.1,5,57.59,1,1.0,3,0.41,male,Cash on Delivery,Mobile,1,Nothing special but acceptable.
36,46.2,10.7,3,76.29,6,7.4,5,0.606,female,UPI,Laptop & Accessory,0,"Loyal customer, happy so far."
69,17.4,7.6,3,152.39,3,1.0,5,0.562,female,Credit Card,Fashion,1,
44,19.4,3.7,3,107.26,2,6.9,4,0.399,female,UPI,Home & Kitchen,0,Average service.
19,8.4,6.3,1,80.03,2,8.3,4,0.39,female,Debit Card,Mobile,1,Service okay—still leaving.
23,8.6,7.5,3,120.15,3,8.9,4,0.507,male,Credit Card,Home & Kitchen,0,
37,24.1,7.9,5,53.33,3,15.1,3,0.501,male,Cash on Delivery,Fashion,1,Switching for better prices.
40,31.6,7.4,4,238.0,4,5.5,4,0.715,male,Cash on Delivery,Laptop & Accessory,1,Great perks—staying!
37,11.1,6.9,3,44.87,3,13.2,3,0.297,female,UPI,Home & Kitchen,0,Not satisfied—leaving.
33,15.3,9.2,7,105.97,1,15.5,4,0.487,male,Debit Card,Mobile,1,Nothing special but acceptable.
36,8.9,6.7,2,50.89,3,11.3,4,0.382,female,Debit Card,Mobile,0,
50,15.3,3.3,1,124.07,2,13.9,3,0.352,male,Credit Card,Grocery,0,Switching for better prices.
38,15.6,6.0,3,183.94,3,12.2,4,0.564,female,Debit Card,Home & Kitchen,1,
42,13.5,9.3,2,76.22,4,9.3,4,0.438,female,Cash on Delivery,Laptop & Accessory,0,Nothing special but acceptable.
27,8.7,6.8,7,64.23,3,14.3,2,0.568,female,UPI,Laptop & Accessory,0,
49,13.0,5.8,6,120.82,2,10.7,4,0.448,female,Credit Card,Laptop & Accessory,1,
36,15.6,6.1,4,141.23,3,14.5,3,0.363,female,Credit Card,Home & Kitchen,0,Average service.
26,11.5,4.5,7,94.21,1,2.6,3,0.6,female,Credit Card,Home & Kitchen,0,Nothing special but acceptable.
44,25.2,7.9,5,50.69,5,5.3,4,0.532,male,UPI,Mobile,0,Service okay—still leaving.
19,11.7,7.3,6,75.7,2,19.9,3,0.361,female,UPI,Mobile,0,Service okay—still leaving.
40,13.2,7.0,5,93.11,2,8.6,4,0.586,male,E Wallet,Laptop & Accessory,1,
41,18.8,6.9,6,89.12,3,1.0,2,0.573,female,Credit Card,Mobile,0,
35,18.7,8.7,5,61.32,4,18.0,3,0.479,male,Credit Card,Laptop & Accessory,0,
28,6.3,5.1,1,143.57,3,7.1,4,0.284,female,UPI,Fashion,1,Experience was fine overall.
36,35.7,7.0,4,88.82,5,10.7,3,0.646,female,Credit Card,Mobile,0,
36,14.6,5.6,4,190.8,3,16.6,3,0.41,female,UPI,Grocery,0,Nothing special but acceptable.
38,35.1,10.1,5,134.24,5,5.9,5,0.639,male,UPI,Home & Kitchen,0,
27,43.0,8.1,4,77.53,5,5.5,4,0.617,female,Credit Card,Mobile,1,
30,11.8,6.0,5,62.21,1,5.5,3,0.393,female,Credit Card,Grocery,0,Experience was fine overall.
31,8.8,3.5,3,166.55,1,13.8,3,0.527,male,UPI,Laptop & Accessory,1,Average service.
33,7.1,5.6,2,100.64,1,7.2,4,0.275,male,Debit Card,Home & Kitchen,1,
32,19.6,3.0,2,114.51,3,17.7,3,0.287,male,UPI,Fashion,0,Nothing special but acceptable.
34,36.7,8.3,6,145.93,5,3.9,5,0.591,male,UPI,Mobile,1,Nothing special but acceptable.
51,20.2,5.7,3,91.69,2,11.5,4,0.429,male,Cash on Delivery,Home & Kitchen,0,
41,15.5,6.4,2,98.62,4,8.4,3,0.379,female,Credit Card,Fashion,0,
37,17.6,7.8,5,73.28,3,12.4,3,0.378,female,Credit Card,Home & Kitchen,0,Switching for better prices.
48,12.1,5.1,6,47.21,3,9.6,4,0.301,male,Debit Card,Fashion,0,Service okay—still leaving.
44,9.9,6.6,3,95.46,2,10.7,3,0.307,male,Credit Card,Home & Kitchen,1,Experience was fine overall.
50,18.8,4.1,4,47.5,3,4.3,3,0.353,male,UPI,Laptop & Accessory,1,Nothing special but acceptable.
43,17.7,7.1,3,98.01,2,1.0,3,0.409,male,Credit Card,Home & Kitchen,0,
32,9.4,5.0,4,76.58,3,9.5,4,0.476,non-binary,UPI,Home & Kitchen,1,Service okay—still leaving.
43,10.8,4.9,5,238.37,2,9.0,4,0.473,female,Credit Card,Home & Kitchen,1,
25,17.3,2.7,2,115.82,3,1.0,5,0.463,male,Credit Card,Grocery,0,Experience was fine overall.
23,16.1,5.6,2,47.39,3,12.5,3,0.311,female,Credit Card,Mobile,0,Switching for better prices.
43,32.8,4.2,3,71.72,4,13.4,2,0.54,male,UPI,Laptop & Accessory,0,
30,7.8,6.0,5,179.22,2,9.5,5,0.509,female,UPI,Mobile,1,Nothing special but acceptable.
27,4.7,4.6,7,106.99,1,11.0,4,0.498,male,Credit Card,Mobile,0,Average service.
19,4.6,5.1,9,129.13,2,14.4,4,0.512,male,Debit Card,Laptop & Accessory,0,Average service.
50,17.6,4.9,3,79.92,3,5.0,3,0.485,female,Debit Card,Grocery,0,
40,57.3,7.2,6,134.98,6,12.0,5,0.882,female,UPI,Laptop & Accessory,0,"Loyal customer, happy so far."
50,20.3,7.1,10,85.8,2,11.2,4,0.57,female,Debit Card,Grocery,0,
34,34.0,7.9,4,191.82,3,10.6,4,0.67,male,UPI,Mobile,1,
31,14.9,8.9,2,170.8,3,13.2,4,0.364,female,Credit Card,Laptop & Accessory,0,Experience was fine overall.
40,12.4,6.7,6,134.33,2,15.7,3,0.547,female,Credit Card,Laptop & Accessory,1,Switching for better prices.
20,6.4,5.5,1,166.07,2,8.2,4,0.456,female,Debit Card,Mobile,0,Nothing special but acceptable.
32,6.4,2.5,2,77.71,3,7.9,2,0.379,female,UPI,Mobile,0,Nothing special but acceptable.
41,11.6,6.4,3,49.17,3,6.9,3,0.424,female,UPI,Home & Kitchen,1,Nothing special but acceptable.
27,9.4,5.7,4,90.47,4,11.6,4,0.293,female,Debit Card,Laptop & Accessory,0,Experience was fine overall.
53,21.2,7.2,5,111.28,4,12.0,4,0.544,female,UPI,Fashion,1,
51,49.3,6.4,3,100.46,6,6.8,4,0.52,male,Debit Card,Laptop & Accessory,0,"App was fine, but moving on."
33,7.0,2.4,2,304.44,2,9.2,3,0.543,female,E Wallet,Laptop & Accessory,0,
32,15.6,5.0,2,70.48,3,3.3,2,0.567,male,Credit Card,Home & Kitchen,0,
21,3.9,4.0,5,47.3,2,14.0,2,0.29,female,UPI,Grocery,0,
45,34.9,9.4,4,195.8,5,16.4,4,0.632,female,UPI,Mobile,1,
27,11.7,4.4,1,190.79,1,4.3,4,0.505,female,Credit Card,Home & Kitchen,0,
42,12.6,6.0,2,110.08,3,10.9,4,0.411,female,Debit Card,Mobile,1,Service okay—still leaving.
48,23.8,5.8,6,128.27,1,12.6,4,0.534,male,UPI,Home & Kitchen,1,Nothing special but acceptable.
36,11.8,6.0,3,30.76,3,6.2,3,0.472,female,UPI,Mobile,1,Nothing special but acceptable.
29,17.2,7.7,3,91.89,3,17.9,4,0.429,male,UPI,Grocery,1,Average service.
41,11.7,6.0,3,102.5,3,11.3,4,0.197,female,Cash on Delivery,Fashion,0,
44,9.5,8.6,3,75.85,2,6.0,3,0.432,female,Credit Card,Fashion,0,Nothing special but acceptable.
46,20.9,9.2,3,182.86,3,9.2,4,0.613,female,Credit Card,Laptop & Accessory,1,
35,12.9,5.6,0,110.22,3,9.8,4,0.412,non-binary,Credit Card,Grocery,0,Nothing special but acceptable.
50,11.6,5.3,3,71.36,2,7.9,3,0.409,female,Credit Card,Mobile,0,"App was fine, but moving on."
30,23.7,3.8,4,166.18,3,8.9,4,0.376,male,Credit Card,Mobile,0,
29,7.1,3.6,2,77.11,2,9.3,2,0.303,male,E Wallet,Grocery,0,Nothing special but acceptable.
36,10.6,5.6,2,98.68,2,12.5,5,0.278,male,UPI,Mobile,1,Not satisfied—leaving.
54,17.1,6.2,4,94.02,3,10.2,4,0.507,male,Credit Card,Laptop & Accessory,1,
35,6.8,6.7,3,89.86,1,24.3,2,0.375,male,UPI,Laptop & Accessory,0,
44,10.7,4.6,4,114.31,2,6.4,4,0.348,male,UPI,Mobile,0,Switching for better prices.
54,21.5,11.3,7,102.78,3,2.4,4,0.686,male,Credit Card,Laptop & Accessory,0,Service okay—still leaving.
32,6.0,5.3,2,154.01,1,8.5,4,0.343,female,E Wallet,Home & Kitchen,0,
48,14.7,4.8,2,99.95,2,8.5,3,0.455,male,UPI,Home & Kitchen,0,Service okay—still leaving.
32,10.8,7.2,2,93.03,1,15.2,4,0.515,male,Credit Card,Mobile,0,Average service.
45,12.5,5.3,3,90.72,3,13.2,3,0.451,male,Debit Card,Laptop & Accessory,1,Experience was fine overall.
43,13.0,4.0,4,132.14,2,9.0,3,0.297,female,UPI,Mobile,0,Nothing special but acceptable.
26,10.8,6.7,3,54.6,3,11.1,3,0.396,male,Debit Card,Laptop & Accessory,0,Service okay—still leaving.
28,12.3,6.3,4,92.84,3,11.9,3,0.558,female,UPI,Mobile,1,Nothing special but acceptable.
37,13.8,7.2,4,45.63,3,2.0,4,0.444,male,Debit Card,Laptop & Accessory,0,"App was fine, but moving on."
30,6.8,4.6,2,90.55,1,12.0,3,0.261,male,Credit Card,Fashion,0,
30,8.4,6.6,1,89.69,2,1.0,4,0.333,male,Credit Card,Laptop & Accessory,0,
32,14.1,4.9,4,85.14,2,3.4,3,0.529,non-binary,Credit Card,Home & Kitchen,0,Nothing special but acceptable.
37,29.1,7.3,5,175.77,4,13.0,4,0.758,male,Credit Card,Laptop & Accessory,1,Very satisfied with value.
18,12.8,3.8,2,96.92,1,5.1,3,0.436,female,E Wallet,Mobile,1,
37,12.6,6.7,4,66.82,1,12.0,3,0.513,non-binary,UPI,Mobile,0,Service okay—still leaving.
48,14.4,4.8,6,66.16,3,8.6,3,0.43,male,E Wallet,Laptop & Accessory,0,Service okay—still leaving.
45,17.2,5.5,8,92.8,1,12.9,3,0.477,female,E Wallet,Home & Kitchen,1,
26,6.0,3.3,4,38.08,1,12.6,3,0.316,female,E Wallet,Grocery,0,
38,23.6,4.8,1,78.29,2,13.9,3,0.429,female,Cash on Delivery,Grocery,1,
27,18.7,6.4,3,47.08,2,14.4,4,0.509,female,Credit Card,Fashion,0,"App was fine, but moving on."
46,12.9,6.2,1,30.38,2,12.2,3,0.236,male,UPI,Home & Kitchen,1,Average service.
51,22.6,4.8,7,38.47,4,10.5,2,0.396,non-binary,Credit Card,Mobile,0,
43,43.3,9.0,3,158.89,6,6.7,5,0.622,female,Debit Card,Home & Kitchen,1,Very satisfied with value.
24,22.3,7.2,3,86.2,3,8.2,5,0.389,non-binary,UPI,Laptop & Accessory,0,"App was fine, but moving on."
38,8.4,4.8,2,233.26,3,7.0,4,0.539,male,Credit Card,Home & Kitchen,1,
41,12.2,4.3,1,51.32,1,14.4,2,0.5,female,E Wallet,Home & Kitchen,0,
37,14.5,8.5,6,135.53,2,8.1,5,0.629,female,UPI,Grocery,0,
41,19.1,3.6,2,118.23,3,6.3,4,0.484,male,Debit Card,Fashion,1,Nothing special but acceptable.
