customer_id,preferred_category,discount_suggestion,is_feasible,is_best_feasible,age,gender,tenure_months,hour_spend_on_app,visits_last_month,avg_purchase_value,number_devices,preferred_payment,delivery_distance_km,satisfaction_score,loyalty_score,discount_offer,churned,predicted_churn
2658,Grocery,Offer discount on Grocery,1,0,38,female,8.1,5.7,2,163.99,1,Credit Card,11.9,5,0.172,1.0,0,0
2663,Mobile,Offer discount on Mobile,1,1,26,female,18.0,4.5,3,126.28,2,Debit Card,8.2,3,0.476,1.0,0,0
2663,Mobile,Offer discount on Mobile,1,0,26,female,18.0,4.5,3,126.28,2,Debit Card,8.2,3,0.68,1.0,0,0
2663,Mobile,Offer discount on Mobile,1,0,26,female,18.0,4.5,3,126.28,2,Debit Card,8.2,3,0.388,1.0,0,0
2664,Fashion,Offer discount on Fashion,1,1,41,female,11.0,2.6,2,84.36,2,Credit Card,14.9,2,0.744,1.0,0,0
2664,Fashion,Offer discount on Fashion,1,0,41,female,11.0,2.6,2,84.36,2,Credit Card,14.9,2,0.906,0,0,0
2664,Fashion,Offer discount on Fashion,1,0,41,female,11.0,2.6,2,84.36,2,Credit Card,14.9,2,0.847,1.0,0,0
2667,Mobile,Offer discount on Mobile,0,0,22,female,9.0,5.3,3,100.45,3,Debit Card,4.8,3,0.645,0.0,1,1
2667,Mobile,Offer discount on Mobile,0,0,22,female,9.0,5.3,3,100.45,3,Debit Card,4.8,3,0.077,0.0,1,1
2667,Mobile,Offer discount on Mobile,0,0,22,female,9.0,5.3,3,100.45,3,Debit Card,4.8,3,0.11,0.0,1,1
2678,Mobile,Offer discount on Mobile,1,1,37,male,18.7,6.4,1,152.41,2,UPI,11.7,5,0.969,1.0,0,0
2678,Mobile,Offer discount on Mobile,1,0,37,male,18.7,6.4,1,152.41,2,UPI,11.7,5,0.726,1.0,0,0
2678,Mobile,Offer discount on Mobile,1,0,37,male,18.7,6.4,1,152.41,2,UPI,11.7,5,0.842,1.0,0,0
2680,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,43,male,11.6,4.4,1,45.01,3,Debit Card,5.5,2,0.927,0,0,0
2680,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,43,male,11.6,4.4,1,45.01,3,Debit Card,5.5,2,0.816,1.0,0,0
2680,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,43,male,11.6,4.4,1,45.01,3,Debit Card,5.5,2,0.156,1.0,0,0
2681,Grocery,Offer discount on Grocery,0,0,33,female,9.9,7.7,4,80.63,2,E Wallet,1.0,5,0.449,0.0,1,1
2681,Grocery,Offer discount on Grocery,0,0,33,female,9.9,7.7,4,80.63,2,E Wallet,1.0,5,0.199,0.0,1,1
2681,Grocery,Offer discount on Grocery,0,0,33,female,9.9,7.7,4,80.63,2,E Wallet,1.0,5,0.473,0.0,1,1
2682,Grocery,Offer discount on Grocery,1,1,32,male,17.3,8.7,4,107.4,3,Cash on Delivery,16.0,4,0.915,0,0,0
2682,Grocery,Offer discount on Grocery,1,0,32,male,17.3,8.7,4,107.4,3,Cash on Delivery,16.0,4,0.876,0,0,0
2682,Grocery,Offer discount on Grocery,1,0,32,male,17.3,8.7,4,107.4,3,Cash on Delivery,16.0,4,0.357,1.0,0,0
2684,Grocery,Offer discount on Grocery,1,1,40,female,19.4,5.4,4,71.54,3,UPI,13.1,4,0.934,0,0,0
2684,Grocery,Offer discount on Grocery,1,0,40,female,19.4,5.4,4,71.54,3,UPI,13.1,4,0.767,1.0,0,0
2684,Grocery,Offer discount on Grocery,1,0,40,female,19.4,5.4,4,71.54,3,UPI,13.1,1.0,0.976,0,0,0
2685,Mobile,Offer discount on Mobile,0,0,39,female,25.5,9.0,7,44.95,3,Debit Card,13.6,3,0.259,0.0,1,1
2685,Mobile,Offer discount on Mobile,0,0,39,female,25.5,9.0,7,44.95,3,Debit Card,13.6,3,0.487,0.0,1,1
2685,Mobile,Offer discount on Mobile,0,0,39,female,25.5,9.0,7,44.95,3,Debit Card,13.6,3,0.001,0.0,1,1
2686,Fashion,Offer discount on Fashion,0,0,41,male,16.3,7.2,5,87.37,2,Cash on Delivery,12.8,4,0.749,0.0,1,1
2686,Fashion,Offer discount on Fashion,0,0,41,male,16.3,7.2,5,87.37,2,Cash on Delivery,12.8,4,0.177,0.0,1,1
2686,Fashion,Offer discount on Fashion,0,0,41,male,16.3,7.2,5,87.37,2,Cash on Delivery,12.8,4,0.503,0.0,1,1
2692,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,36,female,13.3,6.7,6,231.4,2,Credit Card,21.5,4,0.448,1.0,0,0
2692,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,36,female,13.3,6.7,6,231.4,2,Credit Card,21.5,4,0.278,1.0,0,0
2692,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,36,female,13.3,6.7,6,231.4,2,Credit Card,21.5,4,0.906,0,0,0
2694,Mobile,Offer discount on Mobile,1,1,40,male,13.0,3.7,4,56.61,3,Credit Card,5.9,2,0.718,1.0,0,0
2694,Mobile,Offer discount on Mobile,1,0,40,male,13.0,3.7,4,56.61,3,Credit Card,5.9,2,0.848,1.0,0,0
2694,Mobile,Offer discount on Mobile,1,0,40,male,13.0,3.7,4,56.61,3,Credit Card,5.9,2,0.909,0,0,0
2698,Home & Kitchen,Offer discount on Home & Kitchen,1,1,43,female,51.1,6.3,6,191.91,4,Debit Card,5.6,5,0.979,0,0,0
2698,Home & Kitchen,Offer discount on Home & Kitchen,1,0,43,female,51.1,6.3,6,191.91,4,Debit Card,5.6,5,0.673,1.0,0,0
2698,Home & Kitchen,Offer discount on Home & Kitchen,1,0,43,female,51.1,6.3,6,191.91,4,Debit Card,5.6,5,0.946,0,0,0
2700,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,40,male,18.5,8.9,7,30.98,3,UPI,1.0,2,0.964,1.0,0,0
2700,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,40,male,18.5,8.9,7,30.98,3,UPI,1.0,2,0.506,1.0,0,0
2700,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,40,male,18.5,8.9,7,30.98,3,UPI,1.0,2,0.422,1.0,0,0
2701,Fashion,Offer discount on Fashion,1,1,48,male,29.8,8.9,2,175.4,2,E Wallet,10.7,5,0.903,1.0,0,0
2701,Fashion,Offer discount on Fashion,1,0,48,male,29.8,8.9,2,175.4,2,E Wallet,10.7,5,0.685,1.0,0,0
2701,Fashion,Offer discount on Fashion,1,0,48,male,29.8,8.9,2,175.4,2,E Wallet,10.7,5,0.48,1.0,0,0
2702,Home & Kitchen,Offer discount on Home & Kitchen,1,1,58,male,21.9,3.6,5,115.64,2,E Wallet,14.0,3,0.998,0,0,0
2702,Home & Kitchen,Offer discount on Home & Kitchen,1,0,58,male,21.9,3.6,5,115.64,2,E Wallet,14.0,3,0.927,0.0,0,0
2702,Home & Kitchen,Offer discount on Home & Kitchen,1,0,58,male,21.9,3.6,5,115.64,2,E Wallet,14.0,4.0,0.87,0,0,0
2704,Mobile,Offer discount on Mobile,0,0,39,female,13.2,4.6,5,80.11,2,Credit Card,18.1,2,0.111,0.0,1,1
2704,Mobile,Offer discount on Mobile,0,0,39,female,13.2,4.6,5,80.11,2,Credit Card,18.1,2,0.757,0.0,1,1
2704,Mobile,Offer discount on Mobile,0,0,39,female,13.2,4.6,5,80.11,2,Credit Card,18.1,2,0.36,0.0,1,1
2705,Home & Kitchen,Offer discount on Home & Kitchen,1,1,47,female,19.1,4.4,1,112.29,2,Credit Card,12.0,3,0.168,1.0,0,0
2705,Home & Kitchen,Offer discount on Home & Kitchen,1,0,47,female,19.1,4.4,1,112.29,2,Credit Card,12.0,3,0.339,1.0,0,0
2705,Home & Kitchen,Offer discount on Home & Kitchen,1,0,47,female,19.1,4.4,1,112.29,2,Credit Card,12.0,3,0.889,0,0,0
2712,Home & Kitchen,Offer discount on Home & Kitchen,1,1,41,female,8.8,6.1,3,66.78,3,UPI,10.3,1.0,0.95,0,0,0
2712,Home & Kitchen,Offer discount on Home & Kitchen,1,0,41,female,8.8,6.1,3,66.78,3,UPI,10.3,2.0,0.967,0,0,0
2712,Home & Kitchen,Offer discount on Home & Kitchen,1,0,41,female,8.8,6.1,3,66.78,3,UPI,10.3,4,0.998,0,0,0
2714,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,40,male,13.2,7.0,5,93.11,2,E Wallet,8.6,4,0.094,0.0,1,1
2714,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,40,male,13.2,7.0,5,93.11,2,E Wallet,8.6,4,0.295,0.0,1,1
2714,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,40,male,13.2,7.0,5,93.11,2,E Wallet,8.6,4,0.864,0.0,1,1
2715,Home & Kitchen,Offer discount on Home & Kitchen,1,1,18,female,5.1,6.0,4,82.89,1,Credit Card,10.3,4.0,0.944,0,0,0
2715,Home & Kitchen,Offer discount on Home & Kitchen,1,0,18,female,5.1,6.0,4,82.89,1,Credit Card,10.3,3,0.097,1.0,0,0
2715,Home & Kitchen,Offer discount on Home & Kitchen,1,0,18,female,5.1,6.0,4,82.89,1,Credit Card,10.3,3,0.528,1.0,0,0
2719,Grocery,Offer discount on Grocery,0,0,37,male,13.9,4.8,5,284.83,2,E Wallet,18.2,3,0.743,0.0,1,1
2719,Grocery,Offer discount on Grocery,0,0,37,male,13.9,4.8,5,284.83,2,E Wallet,18.2,3,0.012,0.0,1,1
2719,Grocery,Offer discount on Grocery,0,0,37,male,13.9,4.8,5,284.83,2,E Wallet,18.2,3,0.797,0.0,1,1
2724,Mobile,Offer discount on Mobile,1,1,58,male,19.0,6.4,6,103.87,2,E Wallet,1.0,4,0.364,1.0,0,0
2724,Mobile,Offer discount on Mobile,1,0,58,male,19.0,6.4,6,103.87,2,E Wallet,1.0,4,0.997,0,0,0
2724,Mobile,Offer discount on Mobile,1,0,58,male,19.0,6.4,6,103.87,2,E Wallet,1.0,4,0.89,0.0,0,0
2726,Mobile,Offer discount on Mobile,1,1,47,female,14.7,4.9,3,69.9,3,Credit Card,4.7,2,0.465,1.0,0,0
2726,Mobile,Offer discount on Mobile,1,0,47,female,14.7,4.9,3,69.9,3,Credit Card,4.7,2,0.285,1.0,0,0
2726,Mobile,Offer discount on Mobile,1,0,47,female,14.7,4.9,3,69.9,3,Credit Card,4.7,2,0.311,1.0,0,0
2727,Fashion,Offer discount on Fashion,1,1,51,male,16.1,7.2,3,34.2,3,E Wallet,14.0,2,0.401,1.0,0,0
2727,Fashion,Offer discount on Fashion,1,0,51,male,16.1,7.2,3,34.2,3,E Wallet,14.0,1.0,0.37,1.0,0,0
2727,Fashion,Offer discount on Fashion,1,0,51,male,16.1,7.2,3,34.2,3,E Wallet,14.0,2,0.489,1.0,0,0
2735,Fashion,Offer discount on Fashion,1,1,30,male,17.3,5.6,5,96.65,3,UPI,6.9,3,0.922,0,0,0
2735,Fashion,Offer discount on Fashion,1,0,30,male,17.3,5.6,5,96.65,3,UPI,6.9,3,0.397,1.0,0,0
2735,Fashion,Offer discount on Fashion,1,0,30,male,17.3,5.6,5,96.65,3,UPI,6.9,3,0.035,1.0,0,0
2737,Home & Kitchen,Offer discount on Home & Kitchen,1,1,40,male,12.6,7.9,7,70.16,4,E Wallet,10.6,4,0.901,0,0,0
2737,Home & Kitchen,Offer discount on Home & Kitchen,1,0,40,male,12.6,7.9,7,70.16,4,E Wallet,10.6,4,0.919,0,0,0
2737,Home & Kitchen,Offer discount on Home & Kitchen,1,0,40,male,12.6,7.9,7,70.16,4,E Wallet,10.6,4,0.428,1.0,0,0
2739,Home & Kitchen,Offer discount on Home & Kitchen,0,0,45,male,34.2,6.4,4,81.13,6,Credit Card,12.6,3,0.149,0.0,1,1
2739,Home & Kitchen,Offer discount on Home & Kitchen,0,0,45,male,34.2,6.4,4,81.13,6,Credit Card,12.6,3,0.484,0.0,1,1
2739,Home & Kitchen,Offer discount on Home & Kitchen,0,0,45,male,34.2,6.4,4,81.13,6,Credit Card,12.6,3,0.51,0.0,1,1
2744,Laptop & Accessory,Offer discount on Laptop & Accessory,1,1,18,female,19.0,7.1,4,89.53,3,Credit Card,14.0,5,0.929,0,0,0
2744,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,18,female,19.0,7.1,4,89.53,3,Credit Card,14.0,5,0.469,1.0,0,0
2744,Laptop & Accessory,Offer discount on Laptop & Accessory,1,0,18,female,19.0,7.1,4,89.53,3,Credit Card,14.0,5,0.977,1.0,0,0
2755,Home & Kitchen,Offer discount on Home & Kitchen,1,1,31,female,5.7,4.9,4,90.39,1,Cash on Delivery,16.3,4.0,0.922,0,0,0
2755,Home & Kitchen,Offer discount on Home & Kitchen,1,0,31,female,5.7,4.9,4,90.39,1,Cash on Delivery,16.3,3,0.97,0,0,0
2755,Home & Kitchen,Offer discount on Home & Kitchen,1,0,31,female,5.7,4.9,4,90.39,1,Cash on Delivery,16.3,3,0.212,1.0,0,0
2760,Home & Kitchen,Offer discount on Home & Kitchen,1,1,43,female,13.3,5.3,1,64.24,2,Credit Card,11.7,4,0.608,1.0,0,0
2760,Home & Kitchen,Offer discount on Home & Kitchen,1,0,43,female,13.3,5.3,1,64.24,2,Credit Card,11.7,3.0,0.353,1.0,0,0
2760,Home & Kitchen,Offer discount on Home & Kitchen,1,0,43,female,13.3,5.3,1,64.24,2,Credit Card,11.7,4,0.257,1.0,0,0
2762,Home & Kitchen,Offer discount on Home & Kitchen,1,1,46,female,15.0,11.4,5,110.22,3,UPI,13.5,5,0.896,1.0,0,0
2762,Home & Kitchen,Offer discount on Home & Kitchen,1,0,46,female,15.0,11.4,5,110.22,3,UPI,13.5,5,0.193,1.0,0,0
2762,Home & Kitchen,Offer discount on Home & Kitchen,1,0,46,female,15.0,11.4,5,110.22,3,UPI,13.5,5,0.468,1.0,0,0
2763,Home & Kitchen,Offer discount on Home & Kitchen,0,0,29,non-binary,5.3,5.5,5,84.16,2,UPI,14.2,3,0.3,0.0,1,1
2763,Home & Kitchen,Offer discount on Home & Kitchen,0,0,29,non-binary,5.3,5.5,5,84.16,2,UPI,14.2,3,0.541,0.0,1,1
2763,Home & Kitchen,Offer discount on Home & Kitchen,0,0,29,non-binary,5.3,5.5,5,84.16,2,UPI,14.2,3,0.439,0.0,1,1
2765,Home & Kitchen,Offer discount on Home & Kitchen,1,1,45,female,15.4,3.6,0,62.58,3,Debit Card,1.0,2,0.51,1.0,0,0
2765,Home & Kitchen,Offer discount on Home & Kitchen,1,0,45,female,15.4,3.6,0,62.58,3,Debit Card,1.0,2,0.231,1.0,0,0
2765,Home & Kitchen,Offer discount on Home & Kitchen,1,0,45,female,15.4,3.6,0,62.58,3,Debit Card,1.0,3.0,0.912,0,0,0
2769,Mobile,Offer discount on Mobile,1,1,34,male,9.4,6.6,3,170.52,2,UPI,9.1,5,0.999,0,0,0
2769,Mobile,Offer discount on Mobile,1,0,34,male,9.4,6.6,3,170.52,2,UPI,9.1,5,0.877,0,0,0
2769,Mobile,Offer discount on Mobile,1,0,34,male,9.4,6.6,3,170.52,2,UPI,9.1,5,0.929,0,0,0
2771,Grocery,Offer discount on Grocery,1,1,28,male,13.9,4.1,3,95.18,1,Debit Card,10.9,3.0,0.907,0,0,0
2771,Grocery,Offer discount on Grocery,1,0,28,male,13.9,4.1,3,95.18,1,Debit Card,10.9,2.0,0.98,0,0,0
2771,Grocery,Offer discount on Grocery,1,0,28,male,13.9,4.1,3,95.18,1,Debit Card,10.9,4,0.992,0.0,0,0
2777,Fashion,Offer discount on Fashion,1,1,33,male,8.9,3.2,5,108.95,1,Cash on Delivery,7.1,3,0.812,1.0,0,0
2777,Fashion,Offer discount on Fashion,1,0,33,male,8.9,3.2,5,108.95,1,Cash on Delivery,7.1,3,0.932,0,0,0
2777,Fashion,Offer discount on Fashion,1,0,33,male,8.9,3.2,5,108.95,1,Cash on Delivery,7.1,3,0.934,0.0,0,0
2787,Fashion,Offer discount on Fashion,1,1,22,male,3.5,6.8,6,107.54,1,UPI,20.5,3,0.915,0,0,0
2787,Fashion,Offer discount on Fashion,1,0,22,male,3.5,6.8,6,107.54,1,UPI,20.5,3,0.406,1.0,0,0
2787,Fashion,Offer discount on Fashion,1,0,22,male,3.5,6.8,6,107.54,1,UPI,20.5,3,0.133,1.0,0,0
2789,Mobile,Offer discount on Mobile,0,0,38,male,30.3,7.5,3,116.97,4,UPI,8.3,2.0,0.502,0.0,1,1
2789,Mobile,Offer discount on Mobile,0,0,38,male,30.3,7.5,3,116.97,4,UPI,8.3,4,0.593,0.0,1,1
2789,Mobile,Offer discount on Mobile,0,0,38,male,30.3,7.5,3,116.97,4,UPI,8.3,4,0.09,0.0,1,1
2792,Home & Kitchen,Offer discount on Home & Kitchen,1,1,31,male,19.2,4.1,4,132.54,3,Credit Card,9.7,4,0.986,0.0,0,0
2792,Home & Kitchen,Offer discount on Home & Kitchen,1,0,31,male,19.2,4.1,4,132.54,3,Credit Card,9.7,2.0,0.909,0,0,0
2792,Home & Kitchen,Offer discount on Home & Kitchen,1,0,31,male,19.2,4.1,4,132.54,3,Credit Card,9.7,4,0.586,1.0,0,0
2796,Mobile,Offer discount on Mobile,1,1,42,female,23.0,8.3,4,100.51,5,Credit Card,12.8,3,0.281,1.0,0,0
2796,Mobile,Offer discount on Mobile,1,0,42,female,23.0,8.3,4,100.51,5,Credit Card,12.8,3,0.91,0,0,0
2796,Mobile,Offer discount on Mobile,1,0,42,female,23.0,8.3,4,100.51,5,Credit Card,12.8,3,1.0,0,0,0
2797,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,18,female,20.2,5.1,6,150.72,4,Cash on Delivery,15.2,4,0.311,0.0,1,1
2797,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,18,female,20.2,5.1,6,150.72,4,Cash on Delivery,15.2,4,0.401,0.0,1,1
2797,Laptop & Accessory,Offer discount on Laptop & Accessory,0,0,18,female,20.2,5.1,6,150.72,4,Cash on Delivery,15.2,4,0.514,0.0,1,1
2799,Home & Kitchen,Offer discount on Home & Kitchen,0,0,39,female,16.2,6.1,5,105.18,2,Credit Card,13.4,3,0.266,0.0,1,1
2799,Home & Kitchen,Offer discount on Home & Kitchen,0,0,39,female,16.2,6.1,5,105.18,2,Credit Card,13.4,3,0.518,0.0,1,1
2799,Home & Kitchen,Offer discount on Home & Kitchen,0,0,39,female,16.2,6.1,5,105.18,2,Credit Card,13.4,2.0,0.541,0.0,1,1
2802,Mobile,Offer discount on Mobile,1,1,40,male,9.8,4.1,3,101.07,1,Debit Card,3.7,4,0.913,0.0,0,0
2802,Mobile,Offer discount on Mobile,1,0,40,male,9.8,4.1,3,101.07,1,Debit Card,3.7,4,0.866,0,0,0
2802,Mobile,Offer discount on Mobile,1,0,40,male,9.8,4.1,3,101.07,1,Debit Card,3.7,4,0.788,1.0,0,0
2805,Grocery,Offer discount on Grocery,0,0,18,male,5.8,5.3,6,82.52,2,E Wallet,13.0,4,0.783,0.0,1,1
2805,Grocery,Offer discount on Grocery,0,0,18,male,5.8,5.3,6,82.52,2,E Wallet,13.0,4,0.155,0.0,1,1
2805,Grocery,Offer discount on Grocery,0,0,18,male,5.8,5.3,6,82.52,2,E Wallet,13.0,4,0.085,0.0,1,1
2806,Fashion,Offer discount on Fashion,1,1,35,female,12.3,3.4,3,92.97,2,Cash on Delivery,8.8,2,0.161,1.0,0,0
2806,Fashion,Offer discount on Fashion,1,0,35,female,12.3,3.4,3,92.97,2,Cash on Delivery,8.8,2,0.912,0,0,0
2806,Fashion,Offer discount on Fashion,1,0,35,female,12.3,3.4,3,92.97,2,Cash on Delivery,8.8,2,0.74,1.0,0,0
2809,Home & Kitchen,Offer discount on Home & Kitchen,0,0,30,female,25.0,6.3,6,133.2,4,UPI,11.5,4,0.705,0.0,1,1
2809,Home & Kitchen,Offer discount on Home & Kitchen,0,0,30,female,25.0,6.3,6,133.2,4,UPI,11.5,4,0.456,0.0,1,1
2809,Home & Kitchen,Offer discount on Home & Kitchen,0,0,30,female,25.0,6.3,6,133.2,4,UPI,11.5,4,0.277,0.0,1,1
2816,Mobile,Offer discount on Mobile,1,1,41,female,10.9,7.2,6,65.17,1,UPI,13.8,4,0.987,0,0,0
2816,Mobile,Offer discount on Mobile,1,0,41,female,10.9,7.2,6,65.17,1,UPI,13.8,4.0,0.873,0,0,0
2816,Mobile,Offer discount on Mobile,1,0,41,female,10.9,7.2,6,65.17,1,UPI,13.8,4,0.668,1.0,0,0
2821,Grocery,Offer discount on Grocery,0,0,45,female,21.4,6.5,7,83.76,4,UPI,11.6,4,0.372,0.0,1,1
2821,Grocery,Offer discount on Grocery,0,0,45,female,21.4,6.5,7,83.76,4,UPI,11.6,4,0.025,0.0,1,1
2821,Grocery,Offer discount on Grocery,0,0,45,female,21.4,6.5,7,83.76,4,UPI,11.6,4,0.651,0.0,1,1
2822,Mobile,Offer discount on Mobile,0,0,35,female,12.8,8.2,4,58.04,4,UPI,13.0,3,0.391,0.0,1,1
2822,Mobile,Offer discount on Mobile,0,0,35,female,12.8,8.2,4,58.04,4,UPI,13.0,3,0.177,0.0,1,1
2822,Mobile,Offer discount on Mobile,0,0,35,female,12.8,8.2,4,58.04,4,UPI,13.0,3,0.138,0.0,1,1
2833,Mobile,Offer discount on Mobile,1,1,33,female,11.7,7.6,4,87.1,2,Debit Card,6.0,5,0.438,1.0,0,0
2833,Mobile,Offer discount on Mobile,1,0,33,female,11.7,7.6,4,87.1,2,Debit Card,6.0,5,0.063,1.0,0,0
2833,Mobile,Offer discount on Mobile,1,0,33,female,11.7,7.6,4,87.1,2,Debit Card,6.0,5,0.35,1.0,0,0
2836,Mobile,Offer discount on Mobile,1,1,57,female,21.6,4.0,4,49.36,2,Credit Card,15.4,2,0.07,1.0,0,0
2836,Mobile,Offer discount on Mobile,1,0,57,female,21.6,4.0,4,49.36,2,Credit Card,15.4,2,0.629,1.0,0,0
2836,Mobile,Offer discount on Mobile,1,0,57,female,21.6,4.0,4,49.36,2,Credit Card,15.4,2,0.978,0,0,0
2837,Fashion,Offer discount on Fashion,1,1,54,female,15.8,4.5,2,163.08,2,E Wallet,11.3,5,0.328,1.0,0,0
2837,Fashion,Offer discount on Fashion,1,0,54,female,15.8,4.5,2,163.08,2,E Wallet,11.3,5,0.449,1.0,0,0
2837,Fashion,Offer discount on Fashion,1,0,54,female,15.8,4.5,2,163.08,2,E Wallet,11.3,5,0.96,1.0,0,0
2840,Fashion,Offer discount on Fashion,1,1,39,male,8.4,6.6,3,59.81,3,Credit Card,9.7,4,0.748,1.0,0,0
2840,Fashion,Offer discount on Fashion,1,0,39,male,8.4,6.6,3,59.81,3,Credit Card,9.7,4,0.651,1.0,0,0
2840,Fashion,Offer discount on Fashion,1,0,39,male,8.4,6.6,3,59.81,3,Credit Card,9.7,2.0,0.491,1.0,0,0
2844,Mobile,Offer discount on Mobile,1,1,38,female,17.0,7.4,2,107.81,2,E Wallet,11.4,4,0.12,1.0,0,0
2844,Mobile,Offer discount on Mobile,1,0,38,female,17.0,7.4,2,107.81,2,E Wallet,11.4,4,0.873,0,0,0
2844,Mobile,Offer discount on Mobile,1,0,38,female,17.0,7.4,2,107.81,2,E Wallet,11.4,4,0.946,0,0,0
2845,Fashion,Offer discount on Fashion,1,1,24,female,15.8,4.3,3,54.51,1,Debit Card,7.9,3,0.775,1.0,0,0
2845,Fashion,Offer discount on Fashion,1,0,24,female,15.8,4.3,3,54.51,1,Debit Card,7.9,3,0.752,1.0,0,0
2845,Fashion,Offer discount on Fashion,1,0,24,female,15.8,4.3,3,54.51,1,Debit Card,7.9,3,0.643,1.0,0,0
2846,Fashion,Offer discount on Fashion,1,1,30,male,7.6,7.2,5,29.66,3,Cash on Delivery,14.6,3,0.067,1.0,0,0
2846,Fashion,Offer discount on Fashion,1,0,30,male,7.6,7.2,5,29.66,3,Cash on Delivery,14.6,3,0.902,0,0,0
2846,Fashion,Offer discount on Fashion,1,0,30,male,7.6,7.2,5,29.66,3,Cash on Delivery,14.6,3,0.434,1.0,0,0
2847,Fashion,Offer discount on Fashion,1,1,27,male,6.6,4.9,1,90.99,2,Debit Card,8.0,4,0.067,1.0,0,0
2847,Fashion,Offer discount on Fashion,1,0,27,male,6.6,4.9,1,90.99,2,Debit Card,8.0,4,0.802,1.0,0,0
2847,Fashion,Offer discount on Fashion,1,0,27,male,6.6,4.9,1,90.99,2,Debit Card,8.0,4,0.012,1.0,0,0
2863,Mobile,Offer discount on Mobile,1,1,43,female,18.3,4.5,2,41.25,2,Debit Card,12.0,3,0.904,0,0,0
2863,Mobile,Offer discount on Mobile,1,0,43,female,18.3,4.5,2,41.25,2,Debit Card,12.0,3,0.901,0,0,0
2863,Mobile,Offer discount on Mobile,1,0,43,female,18.3,4.5,2,41.25,2,Debit Card,12.0,3,0.14,1.0,0,0
2868,Mobile,Offer discount on Mobile,1,1,42,male,20.1,7.9,3,218.04,4,E Wallet,10.3,5,0.868,1.0,0,0
2868,Mobile,Offer discount on Mobile,1,0,42,male,20.1,7.9,3,218.04,4,E Wallet,10.3,5,0.901,0,0,0
2868,Mobile,Offer discount on Mobile,1,0,42,male,20.1,7.9,3,218.04,4,E Wallet,10.3,5,0.944,0,0,0
2870,Mobile,Offer discount on Mobile,1,1,29,female,12.0,6.7,4,53.0,3,Debit Card,12.6,4,0.279,1.0,0,0
2870,Mobile,Offer discount on Mobile,1,0,29,female,12.0,6.7,4,53.0,3,Debit Card,12.6,4,0.555,1.0,0,0
2870,Mobile,Offer discount on Mobile,1,0,29,female,12.0,6.7,4,53.0,3,Debit Card,12.6,4,0.225,1.0,0,0
2871,Home & Kitchen,Offer discount on Home & Kitchen,1,1,41,female,15.8,5.9,2,95.61,2,E Wallet,13.5,1.0,0.9,0,0,0
2871,Home & Kitchen,Offer discount on Home & Kitchen,1,0,41,female,15.8,5.9,2,95.61,2,E Wallet,13.5,4.0,0.905,0,0,0
2871,Home & Kitchen,Offer discount on Home & Kitchen,1,0,41,female,15.8,5.9,2,95.61,2,E Wallet,13.5,3,0.033,1.0,0,0
2872,Fashion,Offer discount on Fashion,0,0,18,male,12.1,7.5,2,134.22,3,Debit Card,1.2,5,0.564,0.0,1,1
2872,Fashion,Offer discount on Fashion,0,0,18,male,12.1,7.5,2,134.22,3,Debit Card,1.2,5,0.442,0.0,1,1
2872,Fashion,Offer discount on Fashion,0,0,18,male,12.1,7.5,2,134.22,3,Debit Card,1.2,5,0.415,0.0,1,1
2875,Fashion,Offer discount on Fashion,0,0,26,female,13.1,6.2,3,60.57,3,UPI,9.2,3,0.279,0.0,1,1
2875,Fashion,Offer discount on Fashion,0,0,26,female,13.1,6.2,3,60.57,3,UPI,9.2,3,0.158,0.0,1,1
2875,Fashion,Offer discount on Fashion,0,0,26,female,13.1,6.2,3,60.57,3,UPI,9.2,3,0.545,0.0,1,1
2883,Fashion,Offer discount on Fashion,1,1,41,male,9.6,5.2,3,188.7,2,Credit Card,15.4,4,0.659,1.0,0,0
2883,Fashion,Offer discount on Fashion,1,0,41,male,9.6,5.2,3,188.7,2,Credit Card,15.4,4,0.937,0.0,0,0
2883,Fashion,Offer discount on Fashion,1,0,41,male,9.6,5.2,3,188.7,2,Credit Card,15.4,4,0.912,1.0,0,0
2889,Mobile,Offer discount on Mobile,0,0,40,female,12.1,4.4,1,41.4,2,Credit Card,9.5,3,0.48,0.0,1,1
2889,Mobile,Offer discount on Mobile,0,0,40,female,12.1,4.4,1,41.4,2,Credit Card,9.5,3,0.462,0.0,1,1
2889,Mobile,Offer discount on Mobile,0,0,40,female,12.1,4.4,1,41.4,2,Credit Card,9.5,3,0.813,0.0,1,1
